country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines
Iceland,ISL,1/16/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech"
Iceland,ISL,1/17/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech"
Iceland,ISL,1/18/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech"
Iceland,ISL,1/19/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech"
Iceland,ISL,1/20/21,6205,5725,480,,63,1.82,1.68,0.14,185,"Moderna, Pfizer/BioNTech"
Iceland,ISL,1/21/21,,,,,200,,,,586,"Moderna, Pfizer/BioNTech"
Iceland,ISL,1/22/21,8249,3703,4546,,337,2.42,1.09,1.33,988,"Moderna, Pfizer/BioNTech"
India,IND,1/15/21,0,0,,,,0,0,,,"Covaxin, Covishield"
India,IND,1/16/21,191181,191181,,191181,191181,0.01,0.01,,139,"Covaxin, Covishield"
India,IND,1/17/21,224301,224301,,33120,112150,0.02,0.02,,81,"Covaxin, Covishield"
India,IND,1/18/21,454049,454049,,229748,151350,0.03,0.03,,110,"Covaxin, Covishield"
India,IND,1/19/21,674835,674835,,220786,168709,0.05,0.05,,122,"Covaxin, Covishield"
India,IND,1/20/21,806484,806484,,131649,161297,0.06,0.06,,117,"Covaxin, Covishield"
India,IND,1/21/21,1043534,1043534,,237050,173922,0.08,0.08,,126,"Covaxin, Covishield"
India,IND,1/22/21,1390592,1390592,,347058,198656,0.1,0.1,,144,"Covaxin, Covishield"
India,IND,1/23/21,1582201,1582201,,191609,198717,0.11,0.11,,144,"Covaxin, Covishield"
Indonesia,IDN,1/12/21,0,0,,,,0,0,,,Sinovac
Indonesia,IDN,1/13/21,,,,,13200,,,,48,Sinovac
Indonesia,IDN,1/14/21,,,,,13200,,,,48,Sinovac
Indonesia,IDN,1/15/21,,,,,13200,,,,48,Sinovac
Indonesia,IDN,1/16/21,,,,,13200,,,,48,Sinovac
Indonesia,IDN,1/17/21,,,,,13200,,,,48,Sinovac
Indonesia,IDN,1/18/21,,,,,13200,,,,48,Sinovac
Indonesia,IDN,1/19/21,,,,,13200,,,,48,Sinovac
Indonesia,IDN,1/20/21,,,,,13200,,,,48,Sinovac
Indonesia,IDN,1/21/21,,,,,13200,,,,48,Sinovac
Indonesia,IDN,1/22/21,132000,132000,,,13200,0.05,0.05,,48,Sinovac
Indonesia,IDN,1/23/21,,,,,12546,,,,46,Sinovac
Indonesia,IDN,1/24/21,149242,149242,,,11892,0.05,0.05,,43,Sinovac
Ireland,IRL,12/31/20,1800,1800,,,,0.04,0.04,,,Pfizer/BioNTech
Ireland,IRL,1/1/21,,,,,550,,,,111,Pfizer/BioNTech
Ireland,IRL,1/2/21,,,,,550,,,,111,Pfizer/BioNTech
Ireland,IRL,1/3/21,,,,,550,,,,111,Pfizer/BioNTech
Ireland,IRL,1/4/21,4000,4000,,,550,0.08,0.08,,111,Pfizer/BioNTech
Ireland,IRL,1/5/21,,,,,1194,,,,242,Pfizer/BioNTech
Ireland,IRL,1/6/21,,,,,1624,,,,329,Pfizer/BioNTech
Ireland,IRL,1/7/21,15314,15314,,,1931,0.31,0.31,,391,Pfizer/BioNTech
Ireland,IRL,1/8/21,,,,,3028,,,,613,Pfizer/BioNTech
Ireland,IRL,1/9/21,,,,,4124,,,,835,Pfizer/BioNTech
Ireland,IRL,1/10/21,40000,40000,,,5221,0.81,0.81,,1057,Pfizer/BioNTech
Ireland,IRL,1/11/21,,,,,6919,,,,1401,Pfizer/BioNTech
Ireland,IRL,1/12/21,,,,,8157,,,,1652,Pfizer/BioNTech
Ireland,IRL,1/13/21,77303,77303,,,9394,1.57,1.57,,1902,Pfizer/BioNTech
Ireland,IRL,1/14/21,,,,,9452,,,,1914,Pfizer/BioNTech
Ireland,IRL,1/15/21,,,,,8873,,,,1797,Pfizer/BioNTech
Ireland,IRL,1/16/21,,,,,8293,,,,1679,Pfizer/BioNTech
Ireland,IRL,1/17/21,94000,94000,,,7714,1.9,1.9,,1562,Pfizer/BioNTech
Ireland,IRL,1/18/21,,,,,7267,,,,1472,Pfizer/BioNTech
Ireland,IRL,1/19/21,,,,,6819,,,,1381,Pfizer/BioNTech
Ireland,IRL,1/20/21,121900,121900,,,6371,2.47,2.47,,1290,Pfizer/BioNTech
Isle of Man,IMN,1/21/21,3558,3558,,,,4.18,4.18,,,Pfizer/BioNTech
Isle of Man,IMN,1/22/21,3648,3648,,90,90,4.29,4.29,,1058,Pfizer/BioNTech
Israel,ISR,12/19/20,57,57,,,,0,0,,,"Moderna, Pfizer/BioNTech"
Israel,ISR,12/20/20,6943,6943,,6886,6886,0.08,0.08,,796,"Moderna, Pfizer/BioNTech"
Israel,ISR,12/21/20,29333,29333,,22390,14638,0.34,0.34,,1691,"Moderna, Pfizer/BioNTech"
Israel,ISR,12/22/20,70168,70168,,40835,23370,0.81,0.81,,2700,"Moderna, Pfizer/BioNTech"
Israel,ISR,12/23/20,129033,129033,,58865,32244,1.49,1.49,,3725,"Moderna, Pfizer/BioNTech"
Israel,ISR,12/24/20,199278,199278,,70245,39844,2.3,2.3,,4603,"Moderna, Pfizer/BioNTech"
Israel,ISR,12/25/20,236946,236946,,37668,39482,2.74,2.74,,4561,"Moderna, Pfizer/BioNTech"
Israel,ISR,12/26/20,268911,268911,,31965,38408,3.11,3.11,,4437,"Moderna, Pfizer/BioNTech"
Israel,ISR,12/27/20,369483,369483,,100572,51791,4.27,4.27,,5984,"Moderna, Pfizer/BioNTech"
Israel,ISR,12/28/20,498200,498200,,128717,66981,5.76,5.76,,7739,"Moderna, Pfizer/BioNTech"
Israel,ISR,12/29/20,649333,649333,,151133,82738,7.5,7.5,,9559,"Moderna, Pfizer/BioNTech"
Israel,ISR,12/30/20,797661,797661,,148328,95518,9.22,9.22,,11035,"Moderna, Pfizer/BioNTech"
Israel,ISR,12/31/20,952119,952119,,154458,107549,11,11,,12425,"Moderna, Pfizer/BioNTech"
Israel,ISR,1/1/21,1022395,1022395,,70276,112207,11.81,11.81,,12964,"Moderna, Pfizer/BioNTech"
Israel,ISR,1/2/21,1093049,1093049,,70654,117734,12.63,12.63,,13602,"Moderna, Pfizer/BioNTech"
Israel,ISR,1/3/21,1237915,1237915,,144866,124062,14.3,14.3,,14333,"Moderna, Pfizer/BioNTech"
Israel,ISR,1/4/21,1376734,1376732,2,138819,125505,15.91,15.91,0,14500,"Moderna, Pfizer/BioNTech"
Israel,ISR,1/5/21,1499087,1499085,2,122353,121393,17.32,17.32,0,14025,"Moderna, Pfizer/BioNTech"
Israel,ISR,1/6/21,1599407,1599405,2,100320,114535,18.48,18.48,0,13233,"Moderna, Pfizer/BioNTech"
Israel,ISR,1/7/21,1712660,1712654,6,113253,108649,19.79,19.79,0,12553,"Moderna, Pfizer/BioNTech"
Israel,ISR,1/8/21,1777832,1777821,11,65172,107920,20.54,20.54,0,12468,"Moderna, Pfizer/BioNTech"
Israel,ISR,1/9/21,1821681,1821644,37,43849,104090,21.05,21.05,0,12026,"Moderna, Pfizer/BioNTech"
Israel,ISR,1/10/21,1864431,1858845,5586,42750,89502,21.54,21.48,0.06,10340,"Moderna, Pfizer/BioNTech"
Israel,ISR,1/11/21,1903639,1880695,22944,39208,75272,21.99,21.73,0.27,8696,"Moderna, Pfizer/BioNTech"
Israel,ISR,1/12/21,1961995,1907235,54760,58356,66130,22.67,22.03,0.63,7640,"Moderna, Pfizer/BioNTech"
Israel,ISR,1/13/21,2068535,1961128,107407,106540,67018,23.9,22.66,1.24,7743,"Moderna, Pfizer/BioNTech"
Israel,ISR,1/14/21,2191358,2018553,172805,122823,68385,25.32,23.32,2,7901,"Moderna, Pfizer/BioNTech"
Israel,ISR,1/15/21,2256820,2048969,207851,65462,68427,26.07,23.67,2.4,7906,"Moderna, Pfizer/BioNTech"
Israel,ISR,1/16/21,2311416,2078131,233285,54596,69962,26.7,24.01,2.7,8083,"Moderna, Pfizer/BioNTech"
Israel,ISR,1/17/21,2461337,2146848,314489,149921,85272,28.44,24.8,3.63,9852,"Moderna, Pfizer/BioNTech"
Israel,ISR,1/18/21,2647284,2219445,427839,185947,106235,30.58,25.64,4.94,12274,"Moderna, Pfizer/BioNTech"
Israel,ISR,1/19/21,2853745,2294296,559449,206461,127393,32.97,26.51,6.46,14718,"Moderna, Pfizer/BioNTech"
Israel,ISR,1/20/21,3069718,2372737,696981,215973,143026,35.47,27.41,8.05,16524,"Moderna, Pfizer/BioNTech"
Israel,ISR,1/21/21,3298537,2444506,854031,228819,158168,38.11,28.24,9.87,18274,"Moderna, Pfizer/BioNTech"
Israel,ISR,1/22/21,3406427,2483419,923008,107890,164230,39.36,28.69,10.66,18974,"Moderna, Pfizer/BioNTech"
Israel,ISR,1/23/21,3499172,2524067,975105,92745,169679,40.43,29.16,11.27,19604,"Moderna, Pfizer/BioNTech"
Israel,ISR,1/24/21,3615145,2555489,1059656,115973,164830,41.77,29.52,12.24,19043,"Moderna, Pfizer/BioNTech"
Italy,ITA,12/27/20,6983,6983,,,,0.01,0.01,,,Pfizer/BioNTech
Italy,ITA,12/28/20,7933,7933,,950,950,0.01,0.01,,16,Pfizer/BioNTech
Italy,ITA,12/29/20,8835,8835,,902,926,0.01,0.01,,15,Pfizer/BioNTech
Italy,ITA,12/30/20,13420,13420,,4585,2146,0.02,0.02,,35,Pfizer/BioNTech
Italy,ITA,12/31/20,38354,38354,,24934,7843,0.06,0.06,,130,Pfizer/BioNTech
Italy,ITA,1/1/21,49235,49235,,10881,8450,0.08,0.08,,140,Pfizer/BioNTech
Italy,ITA,1/2/21,86860,86860,,37625,13313,0.14,0.14,,220,Pfizer/BioNTech
Italy,ITA,1/3/21,121481,121481,,34621,16357,0.2,0.2,,271,Pfizer/BioNTech
Italy,ITA,1/4/21,188474,188474,,66993,25792,0.31,0.31,,427,Pfizer/BioNTech
Italy,ITA,1/5/21,266806,266806,,78332,36853,0.44,0.44,,610,Pfizer/BioNTech
Italy,ITA,1/6/21,331183,331183,,64377,45395,0.55,0.55,,751,Pfizer/BioNTech
Italy,ITA,1/7/21,421981,421981,,90798,54804,0.7,0.7,,906,Pfizer/BioNTech
Italy,ITA,1/8/21,514324,514324,,92343,66441,0.85,0.85,,1099,Pfizer/BioNTech
Italy,ITA,1/9/21,598297,598297,,83973,73062,0.99,0.99,,1208,Pfizer/BioNTech
Italy,ITA,1/10/21,657588,657588,,59291,76587,1.09,1.09,,1267,Pfizer/BioNTech
Italy,ITA,1/11/21,735283,735283,,77695,78116,1.22,1.22,,1292,Pfizer/BioNTech
Italy,ITA,1/12/21,814005,814005,,78722,78171,1.35,1.35,,1293,Pfizer/BioNTech
Italy,ITA,1/13/21,904034,904034,,90029,81836,1.5,1.5,,1354,Pfizer/BioNTech
Italy,ITA,1/14/21,992445,992445,,88411,81495,1.64,1.64,,1348,Pfizer/BioNTech
Italy,ITA,1/15/21,1074910,1074910,,82465,80084,1.78,1.78,,1325,Pfizer/BioNTech
Italy,ITA,1/16/21,1134740,1134733,7,59830,76635,1.88,1.88,0,1267,Pfizer/BioNTech
Italy,ITA,1/17/21,1169286,1166515,2771,34546,73100,1.93,1.93,0,1209,Pfizer/BioNTech
Italy,ITA,1/18/21,1207729,1200809,6920,38443,67492,2,1.99,0.01,1116,Pfizer/BioNTech
Italy,ITA,1/19/21,1236140,1227464,8676,28411,60305,2.04,2.03,0.01,997,Pfizer/BioNTech
Italy,ITA,1/20/21,1262350,1249275,13075,26210,51188,2.09,2.07,0.02,847,Pfizer/BioNTech
Italy,ITA,1/21/21,1294086,1262147,31939,31736,43092,2.14,2.09,0.05,713,Pfizer/BioNTech
Italy,ITA,1/22/21,1316284,1271084,45200,22198,34482,2.18,2.1,0.07,570,Pfizer/BioNTech
Italy,ITA,1/23/21,1350828,1275555,75273,34544,30870,2.23,2.11,0.12,511,Pfizer/BioNTech
Italy,ITA,1/24/21,1370449,1276787,93662,19621,28738,2.27,2.11,0.15,475,Pfizer/BioNTech
Kuwait,KWT,12/28/20,2500,2500,,,,0.06,0.06,,,Pfizer/BioNTech
Latvia,LVA,12/28/20,597,597,,,,0.03,0.03,,,Pfizer/BioNTech
Latvia,LVA,12/29/20,1474,1474,,877,877,0.08,0.08,,465,Pfizer/BioNTech
Latvia,LVA,12/30/20,2262,2262,,788,832,0.12,0.12,,441,Pfizer/BioNTech
Latvia,LVA,12/31/20,,,,,602,,,,319,Pfizer/BioNTech
Latvia,LVA,1/1/21,,,,,486,,,,258,Pfizer/BioNTech
Latvia,LVA,1/2/21,,,,,417,,,,221,Pfizer/BioNTech
Latvia,LVA,1/3/21,,,,,371,,,,197,Pfizer/BioNTech
Latvia,LVA,1/4/21,2960,2960,,,338,0.16,0.16,,179,Pfizer/BioNTech
Latvia,LVA,1/5/21,3848,3848,,888,339,0.2,0.2,,180,Pfizer/BioNTech
Latvia,LVA,1/6/21,4624,4624,,776,337,0.25,0.25,,179,Pfizer/BioNTech
Latvia,LVA,1/7/21,5431,5431,,807,433,0.29,0.29,,230,Pfizer/BioNTech
Latvia,LVA,1/8/21,6333,6333,,902,542,0.34,0.34,,287,Pfizer/BioNTech
Latvia,LVA,1/9/21,6636,6636,,303,565,0.35,0.35,,300,Pfizer/BioNTech
Latvia,LVA,1/10/21,6967,6967,,331,592,0.37,0.37,,314,Pfizer/BioNTech
Latvia,LVA,1/11/21,8329,8329,,1362,767,0.44,0.44,,407,Pfizer/BioNTech
Latvia,LVA,1/12/21,9949,9949,,1620,872,0.53,0.53,,462,Pfizer/BioNTech
Latvia,LVA,1/13/21,11455,11455,,1506,976,0.61,0.61,,517,Pfizer/BioNTech
Latvia,LVA,1/14/21,13272,13272,,1817,1120,0.7,0.7,,594,Pfizer/BioNTech
Latvia,LVA,1/15/21,15137,15137,,1865,1258,0.8,0.8,,667,Pfizer/BioNTech
Latvia,LVA,1/16/21,15800,15800,,663,1309,0.84,0.84,,694,Pfizer/BioNTech
Latvia,LVA,1/17/21,15917,15917,,117,1279,0.84,0.84,,678,Pfizer/BioNTech
Latvia,LVA,1/18/21,16760,16760,,843,1204,0.89,0.89,,638,Pfizer/BioNTech
Latvia,LVA,1/19/21,17636,17636,,876,1098,0.94,0.94,,582,Pfizer/BioNTech
Latvia,LVA,1/20/21,18405,18405,,769,993,0.98,0.98,,526,Pfizer/BioNTech
Latvia,LVA,1/21/21,18684,18684,,279,773,0.99,0.99,,410,Pfizer/BioNTech
Latvia,LVA,1/22/21,18897,18897,,213,537,1,1,,285,Pfizer/BioNTech
Latvia,LVA,1/23/21,19022,19022,,125,460,1.01,1.01,,244,Pfizer/BioNTech
Lithuania,LTU,12/25/20,1,1,,,,0,0,,,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,12/26/20,,,,,1208,,,,444,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,12/27/20,2418,2418,,,1208,0.09,0.09,,444,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,12/28/20,5203,5203,,2785,1734,0.19,0.19,,637,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,12/29/20,8188,8188,,2985,2047,0.3,0.3,,752,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,12/30/20,9721,9721,,1533,1944,0.36,0.36,,714,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,12/31/20,9746,9746,,25,1624,0.36,0.36,,597,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,1/1/21,,,,,1410,,,,518,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,1/2/21,,,,,1255,,,,461,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,1/3/21,,,,,1100,,,,404,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,1/4/21,,,,,720,,,,264,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,1/5/21,10364,10364,,,311,0.38,0.38,,114,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,1/6/21,13865,13865,,3501,592,0.51,0.51,,217,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,1/7/21,18007,18007,,4142,1180,0.66,0.66,,433,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,1/8/21,23148,23148,,5141,1897,0.85,0.85,,697,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,1/9/21,23452,23452,,304,1923,0.86,0.86,,706,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,1/10/21,23455,23455,,3,1905,0.86,0.86,,700,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,1/11/21,25649,25649,,2194,2201,0.94,0.94,,809,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,1/12/21,27720,27720,,2071,2479,1.02,1.02,,911,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,1/13/21,33680,33680,,5960,2831,1.24,1.24,,1040,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,1/14/21,42171,42171,,8491,3452,1.55,1.55,,1268,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,1/15/21,49226,49226,,7055,3725,1.81,1.81,,1368,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,1/16/21,50312,50312,,1086,3837,1.85,1.85,,1409,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,1/17/21,51442,50354,1088,1130,3998,1.89,1.85,0.04,1469,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,1/18/21,55845,53086,2759,4403,4314,2.05,1.95,0.1,1585,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,1/19/21,62013,55359,6654,6168,4899,2.28,2.03,0.24,1800,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,1/20/21,65380,56931,8449,3367,4529,2.4,2.09,0.31,1664,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,1/21/21,66774,57786,8988,1394,3515,2.45,2.12,0.33,1291,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,1/22/21,67027,58030,8997,253,2543,2.46,2.13,0.33,934,"Moderna, Pfizer/BioNTech"
Lithuania,LTU,1/23/21,67036,58039,8997,9,2389,2.46,2.13,0.33,878,"Moderna, Pfizer/BioNTech"
Luxembourg,LUX,12/30/20,1200,1200,,,,0.19,0.19,,,Pfizer/BioNTech
Luxembourg,LUX,12/31/20,,,,,62,,,,99,Pfizer/BioNTech
Luxembourg,LUX,1/1/21,,,,,62,,,,99,Pfizer/BioNTech
Luxembourg,LUX,1/2/21,,,,,62,,,,99,Pfizer/BioNTech
Luxembourg,LUX,1/3/21,,,,,62,,,,99,Pfizer/BioNTech
Luxembourg,LUX,1/4/21,,,,,62,,,,99,Pfizer/BioNTech
Luxembourg,LUX,1/5/21,,,,,62,,,,99,Pfizer/BioNTech
Luxembourg,LUX,1/6/21,,,,,62,,,,99,Pfizer/BioNTech
Luxembourg,LUX,1/7/21,,,,,62,,,,99,Pfizer/BioNTech
Luxembourg,LUX,1/8/21,,,,,62,,,,99,Pfizer/BioNTech
Luxembourg,LUX,1/9/21,,,,,62,,,,99,Pfizer/BioNTech
Luxembourg,LUX,1/10/21,,,,,62,,,,99,Pfizer/BioNTech
Luxembourg,LUX,1/11/21,1943,1943,,,62,0.31,0.31,,99,Pfizer/BioNTech
Luxembourg,LUX,1/12/21,2372,2372,,429,114,0.38,0.38,,182,Pfizer/BioNTech
Luxembourg,LUX,1/13/21,2871,2871,,499,177,0.46,0.46,,283,Pfizer/BioNTech
Luxembourg,LUX,1/14/21,3233,3233,,362,220,0.52,0.52,,351,Pfizer/BioNTech
Luxembourg,LUX,1/15/21,,,,,236,,,,377,Pfizer/BioNTech
Luxembourg,LUX,1/16/21,,,,,252,,,,403,Pfizer/BioNTech
Luxembourg,LUX,1/17/21,3755,3755,,,268,0.6,0.6,,428,Pfizer/BioNTech
Luxembourg,LUX,1/18/21,4569,4569,,814,375,0.73,0.73,,599,Pfizer/BioNTech
Luxembourg,LUX,1/19/21,5294,5294,,725,417,0.85,0.85,,666,Pfizer/BioNTech
Luxembourg,LUX,1/20/21,6193,6193,,899,475,0.99,0.99,,759,Pfizer/BioNTech
Luxembourg,LUX,1/21/21,6897,6897,,704,523,1.1,1.1,,835,Pfizer/BioNTech
Malta,MLT,12/28/20,130,130,,,,0.03,0.03,,,Pfizer/BioNTech
Malta,MLT,12/29/20,,,,,259,,,,587,Pfizer/BioNTech
Malta,MLT,12/30/20,,,,,259,,,,587,Pfizer/BioNTech
Malta,MLT,12/31/20,,,,,259,,,,587,Pfizer/BioNTech
Malta,MLT,1/1/21,,,,,259,,,,587,Pfizer/BioNTech
Malta,MLT,1/2/21,,,,,259,,,,587,Pfizer/BioNTech
Malta,MLT,1/3/21,,,,,259,,,,587,Pfizer/BioNTech
Malta,MLT,1/4/21,1940,1940,,,259,0.44,0.44,,587,Pfizer/BioNTech
Malta,MLT,1/5/21,,,,,281,,,,636,Pfizer/BioNTech
Malta,MLT,1/6/21,,,,,304,,,,689,Pfizer/BioNTech
Malta,MLT,1/7/21,,,,,327,,,,741,Pfizer/BioNTech
Malta,MLT,1/8/21,,,,,350,,,,793,Pfizer/BioNTech
Malta,MLT,1/9/21,,,,,373,,,,845,Pfizer/BioNTech
Malta,MLT,1/10/21,,,,,396,,,,897,Pfizer/BioNTech
Malta,MLT,1/11/21,4870,4870,,,419,1.1,1.1,,949,Pfizer/BioNTech
Malta,MLT,1/12/21,,,,,524,,,,1187,Pfizer/BioNTech
Malta,MLT,1/13/21,,,,,629,,,,1425,Pfizer/BioNTech
Malta,MLT,1/14/21,,,,,735,,,,1665,Pfizer/BioNTech
Malta,MLT,1/15/21,9496,9496,,,840,2.15,2.15,,1902,Pfizer/BioNTech
Malta,MLT,1/16/21,,,,,938,,,,2124,Pfizer/BioNTech
Malta,MLT,1/17/21,11705,11705,,,1036,2.65,2.65,,2346,Pfizer/BioNTech
Malta,MLT,1/18/21,13002,13002,,1297,1162,2.94,2.94,,2632,Pfizer/BioNTech
Malta,MLT,1/19/21,14276,14276,,1274,1178,3.23,3.23,,2668,Pfizer/BioNTech
Malta,MLT,1/20/21,15316,15316,,1040,1162,3.47,3.47,,2632,Pfizer/BioNTech
Malta,MLT,1/21/21,16531,16531,,1215,1170,3.74,3.74,,2650,Pfizer/BioNTech
Malta,MLT,1/22/21,17767,17767,,1236,1182,4.02,4.02,,2677,Pfizer/BioNTech
Malta,MLT,1/23/21,18930,18930,,1163,1190,4.29,4.29,,2695,Pfizer/BioNTech
Mexico,MEX,12/24/20,2924,2924,,,,0,0,,,Pfizer/BioNTech
Mexico,MEX,12/25/20,,,,,1300,,,,10,Pfizer/BioNTech
Mexico,MEX,12/26/20,,,,,1300,,,,10,Pfizer/BioNTech
Mexico,MEX,12/27/20,6824,6824,,,1300,0.01,0.01,,10,Pfizer/BioNTech
Mexico,MEX,12/28/20,9579,9579,,2755,1664,0.01,0.01,,13,Pfizer/BioNTech
Mexico,MEX,12/29/20,18529,18529,,8950,3121,0.01,0.01,,24,Pfizer/BioNTech
Mexico,MEX,12/30/20,24998,24998,,6469,3679,0.02,0.02,,29,Pfizer/BioNTech
Mexico,MEX,12/31/20,,,,,3695,,,,29,Pfizer/BioNTech
Mexico,MEX,1/1/21,,,,,4051,,,,31,Pfizer/BioNTech
Mexico,MEX,1/2/21,,,,,4407,,,,34,Pfizer/BioNTech
Mexico,MEX,1/3/21,,,,,4763,,,,37,Pfizer/BioNTech
Mexico,MEX,1/4/21,43960,43960,,,4912,0.03,0.03,,38,Pfizer/BioNTech
Mexico,MEX,1/5/21,48236,48236,,4276,4244,0.04,0.04,,33,Pfizer/BioNTech
Mexico,MEX,1/6/21,53185,53185,,4949,4027,0.04,0.04,,31,Pfizer/BioNTech
Mexico,MEX,1/7/21,58402,58402,,5217,4230,0.05,0.05,,33,Pfizer/BioNTech
Mexico,MEX,1/8/21,67468,67468,,9066,4984,0.05,0.05,,39,Pfizer/BioNTech
Mexico,MEX,1/9/21,74794,74794,,7326,5488,0.06,0.06,,43,Pfizer/BioNTech
Mexico,MEX,1/10/21,81300,81300,,6506,5876,0.06,0.06,,46,Pfizer/BioNTech
Mexico,MEX,1/11/21,87060,87060,,5760,6157,0.07,0.07,,48,Pfizer/BioNTech
Mexico,MEX,1/12/21,92879,92879,,5819,6378,0.07,0.07,,49,Pfizer/BioNTech
Mexico,MEX,1/13/21,192567,192567,,99688,19912,0.15,0.15,,154,Pfizer/BioNTech
Mexico,MEX,1/14/21,329983,329983,,137416,38797,0.26,0.26,,301,Pfizer/BioNTech
Mexico,MEX,1/15/21,417375,415417,1958,87392,49987,0.32,0.32,0,388,Pfizer/BioNTech
Mexico,MEX,1/16/21,463246,461025,2221,45871,55493,0.36,0.36,0,430,Pfizer/BioNTech
Mexico,MEX,1/17/21,472142,468708,3434,8896,55835,0.37,0.36,0,433,Pfizer/BioNTech
Mexico,MEX,1/18/21,492529,485983,6546,20387,57924,0.38,0.38,0.01,449,Pfizer/BioNTech
Mexico,MEX,1/19/21,498122,488513,9609,5593,57892,0.39,0.38,0.01,449,Pfizer/BioNTech
Mexico,MEX,1/20/21,501030,489628,11402,2908,44066,0.39,0.38,0.01,342,Pfizer/BioNTech
Mexico,MEX,1/21/21,552335,534317,18018,51305,31765,0.43,0.41,0.01,246,Pfizer/BioNTech
Mexico,MEX,1/22/21,614808,594725,20083,62473,28205,0.48,0.46,0.02,219,Pfizer/BioNTech
Mexico,MEX,1/23/21,618768,596296,22472,3960,22217,0.48,0.46,0.02,172,Pfizer/BioNTech
Netherlands,NLD,1/6/21,6000,6000,,,,0.04,0.04,,,"Moderna, Pfizer/BioNTech"
Netherlands,NLD,1/7/21,15000,15000,,9000,9000,0.09,0.09,,525,"Moderna, Pfizer/BioNTech"
Netherlands,NLD,1/8/21,27000,27000,,12000,10500,0.16,0.16,,613,"Moderna, Pfizer/BioNTech"
Netherlands,NLD,1/9/21,30000,30000,,3000,8000,0.18,0.18,,467,"Moderna, Pfizer/BioNTech"
Netherlands,NLD,1/10/21,34000,34000,,4000,7000,0.2,0.2,,409,"Moderna, Pfizer/BioNTech"
Netherlands,NLD,1/11/21,35500,35500,,1500,5900,0.21,0.21,,344,"Moderna, Pfizer/BioNTech"
Netherlands,NLD,1/12/21,45000,45000,,9500,6500,0.26,0.26,,379,"Moderna, Pfizer/BioNTech"
Netherlands,NLD,1/13/21,47000,47000,,2000,5857,0.27,0.27,,342,"Moderna, Pfizer/BioNTech"
Netherlands,NLD,1/14/21,,,,,5143,,,,300,"Moderna, Pfizer/BioNTech"
Netherlands,NLD,1/15/21,55000,55000,,,4000,0.32,0.32,,233,"Moderna, Pfizer/BioNTech"
Netherlands,NLD,1/16/21,,,,,5143,,,,300,"Moderna, Pfizer/BioNTech"
Netherlands,NLD,1/17/21,77000,77000,,,6143,0.45,0.45,,359,"Moderna, Pfizer/BioNTech"
Netherlands,NLD,1/18/21,,,,,7024,,,,410,"Moderna, Pfizer/BioNTech"
Netherlands,NLD,1/19/21,,,,,6762,,,,395,"Moderna, Pfizer/BioNTech"
Netherlands,NLD,1/20/21,100000,100000,,,7571,0.58,0.58,,442,"Moderna, Pfizer/BioNTech"
Netherlands,NLD,1/21/21,,,,,9500,,,,554,"Moderna, Pfizer/BioNTech"
Netherlands,NLD,1/22/21,135000,135000,,,11429,0.79,0.79,,667,"Moderna, Pfizer/BioNTech"
Northern Ireland,,12/13/20,3623,3623,,,,0.19,0.19,,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,12/14/20,,,,,1778,,,,939,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,,12/15/20,,,,,1778,,,,939,"Oxford/AstraZeneca, Pfizer/BioNTech"
