country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines
Czechia,CZE,1/6/21,27303,27303,,5604,2433,0.25,0.25,,227,"Moderna, Pfizer/BioNTech"
Czechia,CZE,1/7/21,34978,34978,,7675,3343,0.33,0.33,,312,"Moderna, Pfizer/BioNTech"
Czechia,CZE,1/8/21,44802,44802,,9824,4709,0.42,0.42,,440,"Moderna, Pfizer/BioNTech"
Czechia,CZE,1/9/21,46739,46739,,1937,4809,0.44,0.44,,449,"Moderna, Pfizer/BioNTech"
Czechia,CZE,1/10/21,48427,48427,,1688,4923,0.45,0.45,,460,"Moderna, Pfizer/BioNTech"
Czechia,CZE,1/11/21,57896,57896,,9469,5786,0.54,0.54,,540,"Moderna, Pfizer/BioNTech"
Czechia,CZE,1/12/21,70797,70797,,12901,7014,0.66,0.66,,655,"Moderna, Pfizer/BioNTech"
Czechia,CZE,1/13/21,84022,84022,,13225,8103,0.78,0.78,,757,"Moderna, Pfizer/BioNTech"
Czechia,CZE,1/14/21,98565,98565,,14543,9084,0.92,0.92,,848,"Moderna, Pfizer/BioNTech"
Czechia,CZE,1/15/21,111756,111756,,13191,9565,1.04,1.04,,893,"Moderna, Pfizer/BioNTech"
Czechia,CZE,1/16/21,115004,115004,,3248,9752,1.07,1.07,,911,"Moderna, Pfizer/BioNTech"
Czechia,CZE,1/17/21,118035,118035,,3031,9944,1.1,1.1,,929,"Moderna, Pfizer/BioNTech"
Czechia,CZE,1/18/21,131398,131398,,13363,10500,1.23,1.23,,980,"Moderna, Pfizer/BioNTech"
Czechia,CZE,1/19/21,145765,145765,,14367,10710,1.36,1.36,,1000,"Moderna, Pfizer/BioNTech"
Czechia,CZE,1/20/21,160005,160005,,14240,10855,1.49,1.49,,1014,"Moderna, Pfizer/BioNTech"
Czechia,CZE,1/21/21,175614,175614,,15609,11007,1.64,1.64,,1028,"Moderna, Pfizer/BioNTech"
Czechia,CZE,1/22/21,189046,189046,,13432,11041,1.77,1.77,,1031,"Moderna, Pfizer/BioNTech"
Czechia,CZE,1/23/21,192267,192267,,3221,11038,1.8,1.8,,1031,"Moderna, Pfizer/BioNTech"
Denmark,DNK,12/27/20,6589,6589,,,,0.11,0.11,,,"Moderna, Pfizer/BioNTech"
Denmark,DNK,12/28/20,8582,8582,,1993,1993,0.15,0.15,,344,"Moderna, Pfizer/BioNTech"
Denmark,DNK,12/29/20,17678,17678,,9096,5544,0.31,0.31,,957,"Moderna, Pfizer/BioNTech"
Denmark,DNK,12/30/20,29196,29196,,11518,7536,0.5,0.5,,1301,"Moderna, Pfizer/BioNTech"
Denmark,DNK,12/31/20,35506,35506,,6310,7229,0.61,0.61,,1248,"Moderna, Pfizer/BioNTech"
Denmark,DNK,1/1/21,37883,37883,,2377,6259,0.65,0.65,,1081,"Moderna, Pfizer/BioNTech"
Denmark,DNK,1/2/21,46824,46824,,8941,6706,0.81,0.81,,1158,"Moderna, Pfizer/BioNTech"
Denmark,DNK,1/3/21,52824,52824,,6000,6605,0.91,0.91,,1140,"Moderna, Pfizer/BioNTech"
Denmark,DNK,1/4/21,55255,55255,,2431,6668,0.95,0.95,,1151,"Moderna, Pfizer/BioNTech"
Denmark,DNK,1/5/21,68795,68795,,13540,7302,1.19,1.19,,1261,"Moderna, Pfizer/BioNTech"
Denmark,DNK,1/6/21,88758,88758,,19963,8509,1.53,1.53,,1469,"Moderna, Pfizer/BioNTech"
Denmark,DNK,1/7/21,106370,106370,,17612,10123,1.84,1.84,,1748,"Moderna, Pfizer/BioNTech"
Denmark,DNK,1/8/21,114937,114937,,8567,11008,1.98,1.98,,1900,"Moderna, Pfizer/BioNTech"
Denmark,DNK,1/9/21,116835,116835,,1898,10002,2.02,2.02,,1727,"Moderna, Pfizer/BioNTech"
Denmark,DNK,1/10/21,117650,117650,,815,9261,2.03,2.03,,1599,"Moderna, Pfizer/BioNTech"
Denmark,DNK,1/11/21,118309,118309,,659,9008,2.04,2.04,,1555,"Moderna, Pfizer/BioNTech"
Denmark,DNK,1/12/21,118769,118769,,460,7139,2.05,2.05,,1233,"Moderna, Pfizer/BioNTech"
Denmark,DNK,1/13/21,131433,131433,,12664,6096,2.27,2.27,,1052,"Moderna, Pfizer/BioNTech"
Denmark,DNK,1/14/21,149210,149210,,17777,6120,2.58,2.58,,1057,"Moderna, Pfizer/BioNTech"
Denmark,DNK,1/15/21,164286,164281,5,15076,7050,2.84,2.84,0,1217,"Moderna, Pfizer/BioNTech"
Denmark,DNK,1/16/21,168974,168962,12,4688,7448,2.92,2.92,0,1286,"Moderna, Pfizer/BioNTech"
Denmark,DNK,1/17/21,172233,171495,738,3259,7798,2.97,2.96,0.01,1346,"Moderna, Pfizer/BioNTech"
Denmark,DNK,1/18/21,178263,175367,2896,6030,8565,3.08,3.03,0.05,1479,"Moderna, Pfizer/BioNTech"
Denmark,DNK,1/19/21,182875,177853,5022,4612,9158,3.16,3.07,0.09,1581,"Moderna, Pfizer/BioNTech"
Denmark,DNK,1/20/21,186303,179368,6935,3428,7839,3.22,3.1,0.12,1353,"Moderna, Pfizer/BioNTech"
Denmark,DNK,1/21/21,190170,180882,9288,3867,5851,3.28,3.12,0.16,1010,"Moderna, Pfizer/BioNTech"
Denmark,DNK,1/22/21,196260,181501,14759,6090,4568,3.39,3.13,0.25,789,"Moderna, Pfizer/BioNTech"
Denmark,DNK,1/23/21,203166,182168,20998,6906,4885,3.51,3.15,0.36,843,"Moderna, Pfizer/BioNTech"
Ecuador,ECU,1/21/21,0,0,,,,0,0,,,Pfizer/BioNTech
Ecuador,ECU,1/22/21,108,108,,108,108,0,0,,6,Pfizer/BioNTech
England,,12/20/20,568044,568044,,,,1.01,1.01,,,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,12/21/20,,,,,37625,,,,668,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,12/22/20,,,,,37625,,,,668,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,12/23/20,,,,,37625,,,,668,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,12/24/20,,,,,37625,,,,668,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,12/25/20,,,,,37625,,,,668,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,12/26/20,,,,,37625,,,,668,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,12/27/20,831416,831416,,,37625,1.48,1.48,,668,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,12/28/20,,,,,39253,,,,697,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,12/29/20,,,,,40882,,,,726,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,12/30/20,,,,,42511,,,,755,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,12/31/20,,,,,44139,,,,784,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,1/1/21,,,,,45768,,,,813,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,1/2/21,,,,,47396,,,,842,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,1/3/21,1174592,1154306,20286,,49025,2.09,2.05,0.04,871,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,1/4/21,,,,,65678,,,,1167,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,1/5/21,,,,,82331,,,,1463,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,1/6/21,,,,,98984,,,,1759,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,1/7/21,,,,,115637,,,,2054,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,1/8/21,,,,,132290,,,,2350,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,1/9/21,,,,,148943,,,,2646,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,1/10/21,2333764,1959151,374613,,165596,4.15,3.48,0.67,2942,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,1/11/21,2474205,2080280,393925,140441,162002,4.4,3.7,0.7,2878,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,1/12/21,2661850,2254556,407294,187645,165152,4.73,4.01,0.72,2934,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,1/13/21,2910027,2494371,415656,248177,176950,5.17,4.43,0.74,3144,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,1/14/21,3189674,2769164,420510,279647,193243,5.67,4.92,0.75,3433,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,1/15/21,3514385,3090058,424327,324711,215973,6.24,5.49,0.75,3837,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,1/16/21,3791594,3365492,426102,277209,231918,6.74,5.98,0.76,4120,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,1/17/21,3947442,3520056,427386,155848,230525,7.01,6.25,0.76,4096,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,1/18/21,4118342,3687206,431136,170900,234877,7.32,6.55,0.77,4173,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,1/19/21,4419704,3985579,434125,301362,251122,7.85,7.08,0.77,4461,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,1/20/21,4740578,4303730,436848,320874,261507,8.42,7.65,0.78,4646,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,1/21/21,5100475,4661293,439182,359897,272972,9.06,8.28,0.78,4850,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,1/22/21,5526071,5085771,440300,425596,287384,9.82,9.04,0.78,5106,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,,1/23/21,5970175,5529101,441074,444104,311226,10.61,9.82,0.78,5529,"Oxford/AstraZeneca, Pfizer/BioNTech"
Estonia,EST,12/28/20,207,207,,,,0.02,0.02,,,Pfizer/BioNTech
Estonia,EST,12/29/20,516,516,,309,309,0.04,0.04,,233,Pfizer/BioNTech
Estonia,EST,12/30/20,884,884,,368,338,0.07,0.07,,255,Pfizer/BioNTech
Estonia,EST,12/31/20,1907,1907,,1023,567,0.14,0.14,,427,Pfizer/BioNTech
Estonia,EST,1/1/21,2487,2487,,580,570,0.19,0.19,,430,Pfizer/BioNTech
Estonia,EST,1/2/21,,,,,459,,,,346,Pfizer/BioNTech
Estonia,EST,1/3/21,2517,2517,,,385,0.19,0.19,,290,Pfizer/BioNTech
Estonia,EST,1/4/21,2535,2535,,18,333,0.19,0.19,,251,Pfizer/BioNTech
Estonia,EST,1/5/21,3188,3188,,653,382,0.24,0.24,,288,Pfizer/BioNTech
Estonia,EST,1/6/21,5009,5009,,1821,589,0.38,0.38,,444,Pfizer/BioNTech
Estonia,EST,1/7/21,6632,6632,,1623,675,0.5,0.5,,509,Pfizer/BioNTech
Estonia,EST,1/8/21,7973,7973,,1341,784,0.6,0.6,,591,Pfizer/BioNTech
Estonia,EST,1/9/21,10197,10197,,2224,1099,0.77,0.77,,828,Pfizer/BioNTech
Estonia,EST,1/10/21,10749,10749,,552,1176,0.81,0.81,,887,Pfizer/BioNTech
Estonia,EST,1/11/21,10972,10972,,223,1205,0.83,0.83,,908,Pfizer/BioNTech
Estonia,EST,1/12/21,11896,11896,,924,1244,0.9,0.9,,938,Pfizer/BioNTech
Estonia,EST,1/13/21,13481,13481,,1585,1210,1.02,1.02,,912,Pfizer/BioNTech
Estonia,EST,1/14/21,14879,14879,,1398,1178,1.12,1.12,,888,Pfizer/BioNTech
Estonia,EST,1/15/21,16677,16677,,1798,1243,1.26,1.26,,937,Pfizer/BioNTech
Estonia,EST,1/16/21,17959,17959,,1282,1109,1.35,1.35,,836,Pfizer/BioNTech
Estonia,EST,1/17/21,18179,18179,,220,1061,1.37,1.37,,800,Pfizer/BioNTech
Estonia,EST,1/18/21,18275,18275,,96,1043,1.38,1.38,,786,Pfizer/BioNTech
Estonia,EST,1/19/21,19315,19315,,1040,1060,1.46,1.46,,799,Pfizer/BioNTech
Estonia,EST,1/20/21,20478,20478,,1163,1000,1.54,1.54,,754,Pfizer/BioNTech
Estonia,EST,1/21/21,21985,21985,,1507,1015,1.66,1.66,,765,Pfizer/BioNTech
Estonia,EST,1/22/21,24196,24196,,2211,1074,1.82,1.82,,810,Pfizer/BioNTech
Estonia,EST,1/23/21,25704,25704,,1508,1106,1.94,1.94,,834,Pfizer/BioNTech
Estonia,EST,1/24/21,25964,25964,,260,1112,1.96,1.96,,838,Pfizer/BioNTech
Finland,FIN,12/31/20,1767,1767,,,,0.03,0.03,,,Pfizer/BioNTech
Finland,FIN,1/1/21,,,,,459,,,,83,Pfizer/BioNTech
Finland,FIN,1/2/21,,,,,459,,,,83,Pfizer/BioNTech
Finland,FIN,1/3/21,,,,,459,,,,83,Pfizer/BioNTech
Finland,FIN,1/4/21,3604,3604,,,459,0.07,0.07,,83,Pfizer/BioNTech
Finland,FIN,1/5/21,5445,5445,,1841,736,0.1,0.1,,133,Pfizer/BioNTech
Finland,FIN,1/6/21,,,,,839,,,,151,Pfizer/BioNTech
Finland,FIN,1/7/21,8155,8155,,,913,0.15,0.15,,165,Pfizer/BioNTech
Finland,FIN,1/8/21,11135,11135,,2980,1273,0.2,0.2,,230,Pfizer/BioNTech
Finland,FIN,1/9/21,,,,,1353,,,,244,Pfizer/BioNTech
Finland,FIN,1/10/21,,,,,1433,,,,259,Pfizer/BioNTech
Finland,FIN,1/11/21,14196,14196,,,1513,0.26,0.26,,273,Pfizer/BioNTech
Finland,FIN,1/12/21,17617,17617,,3421,1739,0.32,0.32,,314,Pfizer/BioNTech
Finland,FIN,1/13/21,23126,23126,,5509,2332,0.42,0.42,,421,Pfizer/BioNTech
Finland,FIN,1/14/21,33033,33033,,9907,3554,0.6,0.6,,641,Pfizer/BioNTech
Finland,FIN,1/15/21,43143,43143,,10110,4573,0.78,0.78,,825,Pfizer/BioNTech
Finland,FIN,1/16/21,,,,,4971,,,,897,Pfizer/BioNTech
Finland,FIN,1/17/21,,,,,5369,,,,969,Pfizer/BioNTech
Finland,FIN,1/18/21,54568,54568,,,5767,0.98,0.98,,1041,Pfizer/BioNTech
Finland,FIN,1/19/21,55824,55824,,1256,5458,1.01,1.01,,985,Pfizer/BioNTech
Finland,FIN,1/20/21,62061,62061,,6237,5562,1.12,1.12,,1004,Pfizer/BioNTech
Finland,FIN,1/21/21,78300,78300,,16239,6467,1.41,1.41,,1167,Pfizer/BioNTech
Finland,FIN,1/22/21,91260,91260,,12960,6874,1.65,1.65,,1241,Pfizer/BioNTech
France,FRA,1/4/21,1000,1000,,,,0,0,,,Pfizer/BioNTech
France,FRA,1/5/21,6000,6000,,5000,5000,0.01,0.01,,74,Pfizer/BioNTech
France,FRA,1/6/21,18000,18000,,12000,8500,0.03,0.03,,125,Pfizer/BioNTech
France,FRA,1/7/21,45000,45000,,27000,14667,0.07,0.07,,216,Pfizer/BioNTech
France,FRA,1/8/21,81000,81000,,36000,20000,0.12,0.12,,295,Pfizer/BioNTech
France,FRA,1/9/21,95000,95000,,14000,18800,0.14,0.14,,277,Pfizer/BioNTech
France,FRA,1/10/21,107000,107000,,12000,17667,0.16,0.16,,260,Pfizer/BioNTech
France,FRA,1/11/21,138351,138351,,31351,19622,0.2,0.2,,289,Pfizer/BioNTech
France,FRA,1/12/21,189834,189834,,51483,26262,0.28,0.28,,387,Pfizer/BioNTech
France,FRA,1/13/21,247167,247167,,57333,32738,0.36,0.36,,483,Pfizer/BioNTech
France,FRA,1/14/21,318216,318216,,71049,39031,0.47,0.47,,575,Pfizer/BioNTech
France,FRA,1/15/21,388730,388730,,70514,43961,0.57,0.57,,648,Pfizer/BioNTech
France,FRA,1/16/21,413046,413046,,24316,45435,0.61,0.61,,670,Pfizer/BioNTech
France,FRA,1/17/21,422127,422127,,9081,45018,0.62,0.62,,664,Pfizer/BioNTech
France,FRA,1/18/21,479873,479873,,57746,48789,0.71,0.71,,719,Pfizer/BioNTech
France,FRA,1/19/21,585664,585664,,105791,56547,0.86,0.86,,834,Pfizer/BioNTech
France,FRA,1/20/21,692777,692777,,107113,63659,1.02,1.02,,938,Pfizer/BioNTech
France,FRA,1/21/21,823567,823567,,130790,72193,1.21,1.21,,1064,Pfizer/BioNTech
France,FRA,1/22/21,963139,963139,,139572,82058,1.42,1.42,,1210,Pfizer/BioNTech
France,FRA,1/23/21,1008720,1008720,,45581,85096,1.49,1.49,,1254,Pfizer/BioNTech
France,FRA,1/24/21,1026871,1026871,,18151,86392,1.51,1.51,,1274,Pfizer/BioNTech
Germany,DEU,12/27/20,24256,24256,,,,0.03,0.03,,,"Moderna, Pfizer/BioNTech"
Germany,DEU,12/28/20,43905,43905,,19649,19649,0.05,0.05,,235,"Moderna, Pfizer/BioNTech"
Germany,DEU,12/29/20,86981,86981,,43076,31362,0.1,0.1,,374,"Moderna, Pfizer/BioNTech"
Germany,DEU,12/30/20,144421,144421,,57440,40055,0.17,0.17,,478,"Moderna, Pfizer/BioNTech"
Germany,DEU,12/31/20,182427,182427,,38006,39543,0.22,0.22,,472,"Moderna, Pfizer/BioNTech"
Germany,DEU,1/1/21,213023,213023,,30596,37753,0.25,0.25,,451,"Moderna, Pfizer/BioNTech"
Germany,DEU,1/2/21,257920,257920,,44897,38944,0.31,0.31,,465,"Moderna, Pfizer/BioNTech"
Germany,DEU,1/3/21,282450,282450,,24530,36885,0.34,0.34,,440,"Moderna, Pfizer/BioNTech"
Germany,DEU,1/4/21,331080,331080,,48630,41025,0.4,0.4,,490,"Moderna, Pfizer/BioNTech"
Germany,DEU,1/5/21,382086,382086,,51006,42158,0.46,0.46,,503,"Moderna, Pfizer/BioNTech"
Germany,DEU,1/6/21,438354,438354,,56268,41990,0.52,0.52,,501,"Moderna, Pfizer/BioNTech"
Germany,DEU,1/7/21,496204,496204,,57850,44825,0.59,0.59,,535,"Moderna, Pfizer/BioNTech"
Germany,DEU,1/8/21,554232,554232,,58028,48744,0.66,0.66,,582,"Moderna, Pfizer/BioNTech"
Germany,DEU,1/9/21,607874,607874,,53642,49993,0.73,0.73,,597,"Moderna, Pfizer/BioNTech"
Germany,DEU,1/10/21,640337,640337,,32463,51127,0.76,0.76,,610,"Moderna, Pfizer/BioNTech"
Germany,DEU,1/11/21,706205,706205,,65868,53589,0.84,0.84,,640,"Moderna, Pfizer/BioNTech"
Germany,DEU,1/12/21,786323,786323,,80118,57748,0.94,0.94,,689,"Moderna, Pfizer/BioNTech"
Germany,DEU,1/13/21,880221,880221,,93898,63124,1.05,1.05,,753,"Moderna, Pfizer/BioNTech"
Germany,DEU,1/14/21,978830,978784,46,98609,68947,1.17,1.17,0,823,"Moderna, Pfizer/BioNTech"
Germany,DEU,1/15/21,1069381,1069117,264,90551,73593,1.28,1.28,0,878,"Moderna, Pfizer/BioNTech"
Germany,DEU,1/16/21,1124280,1123548,732,54899,73772,1.34,1.34,0,881,"Moderna, Pfizer/BioNTech"
Germany,DEU,1/17/21,1169306,1154115,15191,45026,75567,1.4,1.38,0.02,902,"Moderna, Pfizer/BioNTech"
Germany,DEU,1/18/21,1237259,1205919,31340,67953,75865,1.48,1.44,0.04,905,"Moderna, Pfizer/BioNTech"
Germany,DEU,1/19/21,1321216,1262754,58462,83957,76413,1.58,1.51,0.07,912,"Moderna, Pfizer/BioNTech"
Germany,DEU,1/20/21,1439168,1334041,105127,117952,79850,1.72,1.59,0.13,953,"Moderna, Pfizer/BioNTech"
Germany,DEU,1/21/21,1526041,1390052,135989,86873,78173,1.82,1.66,0.16,933,"Moderna, Pfizer/BioNTech"
Germany,DEU,1/22/21,1632777,1469353,163424,106736,80485,1.95,1.75,0.2,961,"Moderna, Pfizer/BioNTech"
Gibraltar,GIB,1/10/21,420,420,,,,1.25,1.25,,,Pfizer/BioNTech
Gibraltar,GIB,1/11/21,1445,1445,,1025,1025,4.29,4.29,,30424,Pfizer/BioNTech
Gibraltar,GIB,1/12/21,2501,2501,,1056,1040,7.42,7.42,,30869,Pfizer/BioNTech
Gibraltar,GIB,1/13/21,,,,,986,,,,29266,Pfizer/BioNTech
Gibraltar,GIB,1/14/21,,,,,959,,,,28465,Pfizer/BioNTech
Gibraltar,GIB,1/15/21,5135,5135,,,943,15.24,15.24,,27990,Pfizer/BioNTech
Gibraltar,GIB,1/16/21,5847,5847,,712,904,17.35,17.35,,26832,Pfizer/BioNTech
Gibraltar,GIB,1/17/21,5847,5847,,0,775,17.35,17.35,,23003,Pfizer/BioNTech
Gibraltar,GIB,1/18/21,6435,6435,,588,713,19.1,19.1,,21163,Pfizer/BioNTech
Gibraltar,GIB,1/19/21,7017,7017,,582,645,20.83,20.83,,19145,Pfizer/BioNTech
Gibraltar,GIB,1/20/21,7017,7017,,0,520,20.83,20.83,,15434,Pfizer/BioNTech
Gibraltar,GIB,1/21/21,7947,7947,,930,527,23.59,23.59,,15642,Pfizer/BioNTech
Gibraltar,GIB,1/22/21,8877,8877,,930,535,26.35,26.35,,15880,Pfizer/BioNTech
Gibraltar,GIB,1/23/21,9807,9807,,930,566,29.11,29.11,,16800,Pfizer/BioNTech
Greece,GRC,12/28/20,386,386,,,,0,0,,,Pfizer/BioNTech
Greece,GRC,12/29/20,1056,1056,,670,670,0.01,0.01,,64,Pfizer/BioNTech
Greece,GRC,12/30/20,1709,1709,,653,662,0.02,0.02,,64,Pfizer/BioNTech
Greece,GRC,12/31/20,2313,2313,,604,642,0.02,0.02,,62,Pfizer/BioNTech
Greece,GRC,1/1/21,2591,2591,,278,551,0.02,0.02,,53,Pfizer/BioNTech
Greece,GRC,1/2/21,3132,3132,,541,549,0.03,0.03,,53,Pfizer/BioNTech
Greece,GRC,1/3/21,3843,3843,,711,576,0.04,0.04,,55,Pfizer/BioNTech
Greece,GRC,1/4/21,9975,9975,,6132,1370,0.1,0.1,,131,Pfizer/BioNTech
Greece,GRC,1/5/21,16233,16233,,6258,2168,0.16,0.16,,208,Pfizer/BioNTech
Greece,GRC,1/6/21,20466,20466,,4233,2680,0.2,0.2,,257,Pfizer/BioNTech
Greece,GRC,1/7/21,26006,26006,,5540,3385,0.25,0.25,,325,Pfizer/BioNTech
Greece,GRC,1/8/21,34787,34787,,8781,4599,0.33,0.33,,441,Pfizer/BioNTech
Greece,GRC,1/9/21,40163,40163,,5376,5290,0.39,0.39,,508,Pfizer/BioNTech
Greece,GRC,1/10/21,44080,44080,,3917,5748,0.42,0.42,,551,Pfizer/BioNTech
Greece,GRC,1/11/21,49645,49645,,5565,5667,0.48,0.48,,544,Pfizer/BioNTech
Greece,GRC,1/12/21,56199,56199,,6554,5709,0.54,0.54,,548,Pfizer/BioNTech
Greece,GRC,1/13/21,64619,64619,,8420,6308,0.62,0.62,,605,Pfizer/BioNTech
Greece,GRC,1/14/21,70695,70695,,6076,6384,0.68,0.68,,612,Pfizer/BioNTech
Greece,GRC,1/15/21,75276,75276,,4581,5784,0.72,0.72,,555,Pfizer/BioNTech
Greece,GRC,1/16/21,79744,79744,,4468,5654,0.77,0.77,,542,Pfizer/BioNTech
Greece,GRC,1/17/21,,,,,5486,,,,526,Pfizer/BioNTech
Greece,GRC,1/18/21,85223,84803,420,,5083,0.82,0.81,0,488,Pfizer/BioNTech
Greece,GRC,1/19/21,93179,92139,1040,7956,5283,0.89,0.88,0.01,507,Pfizer/BioNTech
Greece,GRC,1/20/21,107335,105700,1635,14156,6102,1.03,1.01,0.02,585,Pfizer/BioNTech
Greece,GRC,1/21/21,123347,121109,2238,16012,7522,1.18,1.16,0.02,722,Pfizer/BioNTech
Greece,GRC,1/22/21,140870,138312,2558,17523,9371,1.35,1.33,0.02,899,Pfizer/BioNTech
Greece,GRC,1/23/21,157388,154273,3115,16518,11092,1.51,1.48,0.03,1064,Pfizer/BioNTech
Hungary,HUN,12/28/20,1094,,,,,0.01,,,,Pfizer/BioNTech
Hungary,HUN,12/29/20,2461,,,1367,1367,0.03,,,142,Pfizer/BioNTech
Hungary,HUN,12/30/20,3789,,,1328,1348,0.04,,,140,Pfizer/BioNTech
Hungary,HUN,12/31/20,5110,,,1321,1339,0.05,,,139,Pfizer/BioNTech
Hungary,HUN,1/1/21,,,,,1578,,,,163,Pfizer/BioNTech
Hungary,HUN,1/2/21,,,,,1722,,,,178,Pfizer/BioNTech
Hungary,HUN,1/3/21,12000,,,,1818,0.12,,,188,Pfizer/BioNTech
Hungary,HUN,1/4/21,15000,,,3000,1987,0.16,,,206,Pfizer/BioNTech
Hungary,HUN,1/5/21,21000,,,6000,2648,0.22,,,274,Pfizer/BioNTech
Hungary,HUN,1/6/21,31500,,,10500,3959,0.33,,,410,Pfizer/BioNTech
Hungary,HUN,1/7/21,42549,,,11049,5348,0.44,,,554,Pfizer/BioNTech
Hungary,HUN,1/8/21,,,,,6375,,,,660,Pfizer/BioNTech
Hungary,HUN,1/9/21,,,,,7402,,,,766,Pfizer/BioNTech
Hungary,HUN,1/10/21,71000,,,,8429,0.73,,,873,Pfizer/BioNTech
Hungary,HUN,1/11/21,78579,,,7579,9083,0.81,,,940,Pfizer/BioNTech
Hungary,HUN,1/12/21,86929,,,8350,9418,0.9,,,975,Pfizer/BioNTech
Hungary,HUN,1/13/21,96101,,,9172,9229,0.99,,,955,Pfizer/BioNTech
Hungary,HUN,1/14/21,105728,,,9627,9026,1.09,,,934,Pfizer/BioNTech
Hungary,HUN,1/15/21,112847,,,7119,8688,1.17,,,899,Pfizer/BioNTech
Hungary,HUN,1/16/21,119944,,,7097,8347,1.24,,,864,Pfizer/BioNTech
Hungary,HUN,1/17/21,123188,,,3244,7455,1.28,,,772,Pfizer/BioNTech
Hungary,HUN,1/18/21,131332,129689,1643,8144,7536,1.36,1.34,0.02,780,Pfizer/BioNTech
Hungary,HUN,1/19/21,133257,130318,2939,1925,6618,1.38,1.35,0.03,685,Pfizer/BioNTech
Hungary,HUN,1/20/21,138584,134554,4030,5327,6069,1.43,1.39,0.04,628,Pfizer/BioNTech
Hungary,HUN,1/21/21,144798,138983,5815,6214,5581,1.5,1.44,0.06,578,Pfizer/BioNTech
Hungary,HUN,1/22/21,150128,143184,6944,5330,5326,1.55,1.48,0.07,551,Pfizer/BioNTech
Hungary,HUN,1/23/21,153392,145257,8135,3264,4778,1.59,1.5,0.08,495,Pfizer/BioNTech
Iceland,ISL,12/30/20,4875,4875,,,,1.43,1.43,,,"Moderna, Pfizer/BioNTech"
Iceland,ISL,12/31/20,,,,,63,,,,185,"Moderna, Pfizer/BioNTech"
Iceland,ISL,1/1/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech"
Iceland,ISL,1/2/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech"
Iceland,ISL,1/3/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech"
Iceland,ISL,1/4/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech"
Iceland,ISL,1/5/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech"
Iceland,ISL,1/6/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech"
Iceland,ISL,1/7/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech"
Iceland,ISL,1/8/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech"
Iceland,ISL,1/9/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech"
Iceland,ISL,1/10/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech"
Iceland,ISL,1/11/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech"
Iceland,ISL,1/12/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech"
Iceland,ISL,1/13/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech"
Iceland,ISL,1/14/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech"
Iceland,ISL,1/15/21,,,,,63,,,,185,"Moderna, Pfizer/BioNTech"
