country,iso_code,date,total_vaccinations,people_vaccinated,daily_vaccinations,daily_vaccinations_per_million,vaccines,Lat,Long_
Latvia,LVA,1/23/2021,19022,19022,460,244,Pfizer/BioNTech,57,25
Lithuania,LTU,12/25/2020,1,1,,,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,12/26/2020,,,1208,444,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,12/27/2020,2418,2418,1208,444,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,12/28/2020,5203,5203,1734,637,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,12/29/2020,8188,8188,2047,752,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,12/30/2020,9721,9721,1944,714,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,12/31/2020,9746,9746,1624,597,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,1/1/2021,,,1410,518,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,1/2/2021,,,1255,461,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,1/3/2021,,,1100,404,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,1/4/2021,,,720,264,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,1/5/2021,10364,10364,311,114,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,1/6/2021,13865,13865,592,217,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,1/7/2021,18007,18007,1180,433,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,1/8/2021,23148,23148,1897,697,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,1/9/2021,23452,23452,1923,706,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,1/10/2021,23455,23455,1905,700,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,1/11/2021,25649,25649,2201,809,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,1/12/2021,27720,27720,2479,911,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,1/13/2021,33680,33680,2831,1040,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,1/14/2021,42171,42171,3452,1268,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,1/15/2021,49226,49226,3725,1368,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,1/16/2021,50312,50312,3837,1409,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,1/17/2021,51442,50354,3998,1469,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,1/18/2021,55845,53086,4314,1585,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,1/19/2021,62013,55359,4899,1800,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,1/20/2021,65380,56931,4529,1664,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,1/21/2021,66774,57786,3515,1291,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,1/22/2021,67027,58030,2543,934,"Moderna, Pfizer/BioNTech",56,24
Lithuania,LTU,1/23/2021,67036,58039,2389,878,"Moderna, Pfizer/BioNTech",56,24
Luxembourg,LUX,12/30/2020,1200,1200,,,Pfizer/BioNTech,49.75,6.1667
Luxembourg,LUX,12/31/2020,,,62,99,Pfizer/BioNTech,49.75,6.1667
Luxembourg,LUX,1/1/2021,,,62,99,Pfizer/BioNTech,49.75,6.1667
Luxembourg,LUX,1/2/2021,,,62,99,Pfizer/BioNTech,49.75,6.1667
Luxembourg,LUX,1/3/2021,,,62,99,Pfizer/BioNTech,49.75,6.1667
Luxembourg,LUX,1/4/2021,,,62,99,Pfizer/BioNTech,49.75,6.1667
Luxembourg,LUX,1/5/2021,,,62,99,Pfizer/BioNTech,49.75,6.1667
Luxembourg,LUX,1/6/2021,,,62,99,Pfizer/BioNTech,49.75,6.1667
Luxembourg,LUX,1/7/2021,,,62,99,Pfizer/BioNTech,49.75,6.1667
Luxembourg,LUX,1/8/2021,,,62,99,Pfizer/BioNTech,49.75,6.1667
Luxembourg,LUX,1/9/2021,,,62,99,Pfizer/BioNTech,49.75,6.1667
Luxembourg,LUX,1/10/2021,,,62,99,Pfizer/BioNTech,49.75,6.1667
Luxembourg,LUX,1/11/2021,1943,1943,62,99,Pfizer/BioNTech,49.75,6.1667
Luxembourg,LUX,1/12/2021,2372,2372,114,182,Pfizer/BioNTech,49.75,6.1667
Luxembourg,LUX,1/13/2021,2871,2871,177,283,Pfizer/BioNTech,49.75,6.1667
Luxembourg,LUX,1/14/2021,3233,3233,220,351,Pfizer/BioNTech,49.75,6.1667
Luxembourg,LUX,1/15/2021,,,236,377,Pfizer/BioNTech,49.75,6.1667
Luxembourg,LUX,1/16/2021,,,252,403,Pfizer/BioNTech,49.75,6.1667
Luxembourg,LUX,1/17/2021,3755,3755,268,428,Pfizer/BioNTech,49.75,6.1667
Luxembourg,LUX,1/18/2021,4569,4569,375,599,Pfizer/BioNTech,49.75,6.1667
Luxembourg,LUX,1/19/2021,5294,5294,417,666,Pfizer/BioNTech,49.75,6.1667
Luxembourg,LUX,1/20/2021,6193,6193,475,759,Pfizer/BioNTech,49.75,6.1667
Luxembourg,LUX,1/21/2021,6897,6897,523,835,Pfizer/BioNTech,49.75,6.1667
Malta,MLT,12/28/2020,130,130,,,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,12/29/2020,,,259,587,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,12/30/2020,,,259,587,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,12/31/2020,,,259,587,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,1/1/2021,,,259,587,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,1/2/2021,,,259,587,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,1/3/2021,,,259,587,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,1/4/2021,1940,1940,259,587,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,1/5/2021,,,281,636,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,1/6/2021,,,304,689,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,1/7/2021,,,327,741,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,1/8/2021,,,350,793,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,1/9/2021,,,373,845,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,1/10/2021,,,396,897,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,1/11/2021,4870,4870,419,949,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,1/12/2021,,,524,1187,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,1/13/2021,,,629,1425,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,1/14/2021,,,735,1665,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,1/15/2021,9496,9496,840,1902,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,1/16/2021,,,938,2124,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,1/17/2021,11705,11705,1036,2346,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,1/18/2021,13002,13002,1162,2632,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,1/19/2021,14276,14276,1178,2668,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,1/20/2021,15316,15316,1162,2632,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,1/21/2021,16531,16531,1170,2650,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,1/22/2021,17767,17767,1182,2677,Pfizer/BioNTech,35.8333,14.5833
Malta,MLT,1/23/2021,18930,18930,1190,2695,Pfizer/BioNTech,35.8333,14.5833
Mexico,MEX,12/24/2020,2924,2924,,,Pfizer/BioNTech,23,-102
Mexico,MEX,12/25/2020,,,1300,10,Pfizer/BioNTech,23,-102
Mexico,MEX,12/26/2020,,,1300,10,Pfizer/BioNTech,23,-102
Mexico,MEX,12/27/2020,6824,6824,1300,10,Pfizer/BioNTech,23,-102
Mexico,MEX,12/28/2020,9579,9579,1664,13,Pfizer/BioNTech,23,-102
Mexico,MEX,12/29/2020,18529,18529,3121,24,Pfizer/BioNTech,23,-102
Mexico,MEX,12/30/2020,24998,24998,3679,29,Pfizer/BioNTech,23,-102
Mexico,MEX,12/31/2020,,,3695,29,Pfizer/BioNTech,23,-102
Mexico,MEX,1/1/2021,,,4051,31,Pfizer/BioNTech,23,-102
Mexico,MEX,1/2/2021,,,4407,34,Pfizer/BioNTech,23,-102
Mexico,MEX,1/3/2021,,,4763,37,Pfizer/BioNTech,23,-102
Mexico,MEX,1/4/2021,43960,43960,4912,38,Pfizer/BioNTech,23,-102
Mexico,MEX,1/5/2021,48236,48236,4244,33,Pfizer/BioNTech,23,-102
Mexico,MEX,1/6/2021,53185,53185,4027,31,Pfizer/BioNTech,23,-102
Mexico,MEX,1/7/2021,58402,58402,4230,33,Pfizer/BioNTech,23,-102
Mexico,MEX,1/8/2021,67468,67468,4984,39,Pfizer/BioNTech,23,-102
Mexico,MEX,1/9/2021,74794,74794,5488,43,Pfizer/BioNTech,23,-102
Mexico,MEX,1/10/2021,81300,81300,5876,46,Pfizer/BioNTech,23,-102
Mexico,MEX,1/11/2021,87060,87060,6157,48,Pfizer/BioNTech,23,-102
Mexico,MEX,1/12/2021,92879,92879,6378,49,Pfizer/BioNTech,23,-102
Mexico,MEX,1/13/2021,192567,192567,19912,154,Pfizer/BioNTech,23,-102
Mexico,MEX,1/14/2021,329983,329983,38797,301,Pfizer/BioNTech,23,-102
Mexico,MEX,1/15/2021,417375,415417,49987,388,Pfizer/BioNTech,23,-102
Mexico,MEX,1/16/2021,463246,461025,55493,430,Pfizer/BioNTech,23,-102
Mexico,MEX,1/17/2021,472142,468708,55835,433,Pfizer/BioNTech,23,-102
Mexico,MEX,1/18/2021,492529,485983,57924,449,Pfizer/BioNTech,23,-102
Mexico,MEX,1/19/2021,498122,488513,57892,449,Pfizer/BioNTech,23,-102
Mexico,MEX,1/20/2021,501030,489628,44066,342,Pfizer/BioNTech,23,-102
Mexico,MEX,1/21/2021,552335,534317,31765,246,Pfizer/BioNTech,23,-102
Mexico,MEX,1/22/2021,614808,594725,28205,219,Pfizer/BioNTech,23,-102
Mexico,MEX,1/23/2021,618768,596296,22217,172,Pfizer/BioNTech,23,-102
Netherlands,NLD,1/6/2021,6000,6000,,,"Moderna, Pfizer/BioNTech",52.5,5.75
Netherlands,NLD,1/7/2021,15000,15000,9000,525,"Moderna, Pfizer/BioNTech",52.5,5.75
Netherlands,NLD,1/8/2021,27000,27000,10500,613,"Moderna, Pfizer/BioNTech",52.5,5.75
Netherlands,NLD,1/9/2021,30000,30000,8000,467,"Moderna, Pfizer/BioNTech",52.5,5.75
Netherlands,NLD,1/10/2021,34000,34000,7000,409,"Moderna, Pfizer/BioNTech",52.5,5.75
Netherlands,NLD,1/11/2021,35500,35500,5900,344,"Moderna, Pfizer/BioNTech",52.5,5.75
Netherlands,NLD,1/12/2021,45000,45000,6500,379,"Moderna, Pfizer/BioNTech",52.5,5.75
Netherlands,NLD,1/13/2021,47000,47000,5857,342,"Moderna, Pfizer/BioNTech",52.5,5.75
Netherlands,NLD,1/14/2021,,,5143,300,"Moderna, Pfizer/BioNTech",52.5,5.75
Netherlands,NLD,1/15/2021,55000,55000,4000,233,"Moderna, Pfizer/BioNTech",52.5,5.75
Netherlands,NLD,1/16/2021,,,5143,300,"Moderna, Pfizer/BioNTech",52.5,5.75
Netherlands,NLD,1/17/2021,77000,77000,6143,359,"Moderna, Pfizer/BioNTech",52.5,5.75
Netherlands,NLD,1/18/2021,,,7024,410,"Moderna, Pfizer/BioNTech",52.5,5.75
Netherlands,NLD,1/19/2021,,,6762,395,"Moderna, Pfizer/BioNTech",52.5,5.75
Netherlands,NLD,1/20/2021,100000,100000,7571,442,"Moderna, Pfizer/BioNTech",52.5,5.75
Netherlands,NLD,1/21/2021,,,9500,554,"Moderna, Pfizer/BioNTech",52.5,5.75
Netherlands,NLD,1/22/2021,135000,135000,11429,667,"Moderna, Pfizer/BioNTech",52.5,5.75
Northern Ireland,,12/13/2020,3623,3623,,,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,12/14/2020,,,1778,939,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,12/15/2020,,,1778,939,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,12/16/2020,,,1778,939,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,12/17/2020,,,1778,939,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,12/18/2020,,,1778,939,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,12/19/2020,,,1778,939,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,12/20/2020,16068,16068,1778,939,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,12/21/2020,,,1829,966,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,12/22/2020,,,1880,993,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,12/23/2020,,,1931,1020,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,12/24/2020,,,1982,1047,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,12/25/2020,,,2033,1074,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,12/26/2020,,,2084,1101,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,12/27/2020,31016,31016,2135,1127,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,12/28/2020,,,2054,1085,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,12/29/2020,,,1972,1041,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,12/30/2020,,,1890,998,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,12/31/2020,,,1808,955,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,1/1/2021,,,1726,911,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,1/2/2021,,,1645,869,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,1/3/2021,41956,40685,1563,825,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,1/4/2021,,,2360,1246,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,1/5/2021,,,3157,1667,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,1/6/2021,,,3954,2088,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,1/7/2021,,,4751,2509,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,1/8/2021,,,5548,2930,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,1/9/2021,,,6345,3351,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,1/10/2021,91954,78005,7143,3772,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,1/11/2021,99475,84187,7197,3801,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,1/12/2021,109257,91417,7574,4000,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,1/13/2021,121711,102701,8332,4400,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,1/14/2021,133831,114567,9044,4776,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,1/15/2021,137380,117906,8530,4504,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,1/16/2021,140561,120387,7964,4206,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,1/17/2021,146733,125717,7826,4133,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,1/18/2021,154436,132857,7852,4146,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,1/19/2021,160396,138436,7306,3858,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,1/20/2021,166538,144212,6404,3382,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,1/21/2021,173549,151039,5674,2996,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,1/22/2021,177026,154366,5664,2991,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Northern Ireland,,1/23/2021,178331,155644,5396,2849,"Oxford/AstraZeneca, Pfizer/BioNTech",53,-8
Norway,NOR,12/27/2020,5,5,,,Pfizer/BioNTech,62,10
Norway,NOR,12/28/2020,605,605,600,111,Pfizer/BioNTech,62,10
Norway,NOR,12/29/2020,1673,1673,834,154,Pfizer/BioNTech,62,10
Norway,NOR,12/30/2020,2094,2094,696,128,Pfizer/BioNTech,62,10
Norway,NOR,12/31/2020,2166,2166,540,100,Pfizer/BioNTech,62,10
Norway,NOR,1/1/2021,2172,2172,433,80,Pfizer/BioNTech,62,10
Norway,NOR,1/2/2021,2172,2172,361,67,Pfizer/BioNTech,62,10
Norway,NOR,1/3/2021,2172,2172,310,57,Pfizer/BioNTech,62,10
Norway,NOR,1/4/2021,2173,2173,224,41,Pfizer/BioNTech,62,10
Norway,NOR,1/5/2021,5596,5596,560,103,Pfizer/BioNTech,62,10
Norway,NOR,1/6/2021,14493,14493,1771,327,Pfizer/BioNTech,62,10
Norway,NOR,1/7/2021,20901,20901,2676,494,Pfizer/BioNTech,62,10
Norway,NOR,1/8/2021,22498,22498,2904,536,Pfizer/BioNTech,62,10
Norway,NOR,1/9/2021,22627,22627,2922,539,Pfizer/BioNTech,62,10
Norway,NOR,1/10/2021,22733,22733,2937,542,Pfizer/BioNTech,62,10
Norway,NOR,1/11/2021,23074,23074,2986,551,Pfizer/BioNTech,62,10
Norway,NOR,1/12/2021,27183,27183,3084,569,Pfizer/BioNTech,62,10
Norway,NOR,1/13/2021,36700,36700,3172,585,Pfizer/BioNTech,62,10
Norway,NOR,1/14/2021,44826,44826,3418,630,Pfizer/BioNTech,62,10
Norway,NOR,1/15/2021,49137,49137,3806,702,Pfizer/BioNTech,62,10
Norway,NOR,1/16/2021,49842,49842,3888,717,Pfizer/BioNTech,62,10
Norway,NOR,1/17/2021,50121,50116,3913,722,Pfizer/BioNTech,62,10
Norway,NOR,1/18/2021,51642,51367,4081,753,Pfizer/BioNTech,62,10
Norway,NOR,1/19/2021,56729,55688,4221,779,Pfizer/BioNTech,62,10
Norway,NOR,1/20/2021,66531,64816,4262,786,Pfizer/BioNTech,62,10
Norway,NOR,1/21/2021,73844,71971,4145,765,Pfizer/BioNTech,62,10
Oman,OMN,12/28/2020,1717,1717,,,Pfizer/BioNTech,21,57
Oman,OMN,12/29/2020,3363,3363,1646,322,Pfizer/BioNTech,21,57
Oman,OMN,12/30/2020,5043,5043,1663,326,Pfizer/BioNTech,21,57
Oman,OMN,12/31/2020,6516,6516,1600,313,Pfizer/BioNTech,21,57
Oman,OMN,1/1/2021,,,1289,252,Pfizer/BioNTech,21,57
Oman,OMN,1/2/2021,7231,7231,1103,216,Pfizer/BioNTech,21,57
Oman,OMN,1/3/2021,8826,8826,1185,232,Pfizer/BioNTech,21,57
Oman,OMN,1/4/2021,10728,10728,1287,252,Pfizer/BioNTech,21,57
Oman,OMN,1/5/2021,12751,12751,1341,263,Pfizer/BioNTech,21,57
Oman,OMN,1/6/2021,14005,14005,1280,251,Pfizer/BioNTech,21,57
Oman,OMN,1/7/2021,14911,14911,1199,235,Pfizer/BioNTech,21,57
Oman,OMN,1/8/2021,14980,14980,1158,227,Pfizer/BioNTech,21,57
Oman,OMN,1/9/2021,15023,15023,1113,218,Pfizer/BioNTech,21,57
Oman,OMN,1/10/2021,15907,15907,1012,198,Pfizer/BioNTech,21,57
Oman,OMN,1/11/2021,18287,18287,1080,211,Pfizer/BioNTech,21,57
Oman,OMN,1/12/2021,20649,20649,1128,221,Pfizer/BioNTech,21,57
Oman,OMN,1/13/2021,22749,22749,1249,245,Pfizer/BioNTech,21,57
Oman,OMN,1/14/2021,24204,24204,1328,260,Pfizer/BioNTech,21,57
Oman,OMN,1/15/2021,,,1358,266,Pfizer/BioNTech,21,57
Oman,OMN,1/16/2021,24773,24773,1393,273,Pfizer/BioNTech,21,57
Oman,OMN,1/17/2021,25446,24773,1363,267,Pfizer/BioNTech,21,57
Oman,OMN,1/18/2021,26758,24773,1210,237,Pfizer/BioNTech,21,57
Oman,OMN,1/19/2021,28049,24773,1057,207,Pfizer/BioNTech,21,57
Oman,OMN,1/20/2021,29548,24773,971,190,Pfizer/BioNTech,21,57
Oman,OMN,1/21/2021,,,817,160,Pfizer/BioNTech,21,57
Oman,OMN,1/22/2021,,,830,163,Pfizer/BioNTech,21,57
Oman,OMN,1/23/2021,30675,24773,843,165,Pfizer/BioNTech,21,57
Panama,PAN,1/19/2021,0,0,,,Pfizer/BioNTech,9,-80
Panama,PAN,1/20/2021,6,6,6,1,Pfizer/BioNTech,9,-80
Panama,PAN,1/21/2021,2728,2728,1364,316,Pfizer/BioNTech,9,-80
Panama,PAN,1/22/2021,5081,5081,1694,393,Pfizer/BioNTech,9,-80
Panama,PAN,1/23/2021,5594,5594,1398,324,Pfizer/BioNTech,9,-80
Poland,POL,12/28/2020,2000,2000,,,Pfizer/BioNTech,52,20
Poland,POL,12/29/2020,6300,6300,4300,114,Pfizer/BioNTech,52,20
Poland,POL,12/30/2020,36300,36300,17150,453,Pfizer/BioNTech,52,20
Poland,POL,12/31/2020,47600,47600,15200,402,Pfizer/BioNTech,52,20
Poland,POL,1/1/2021,,,11749,310,Pfizer/BioNTech,52,20
Poland,POL,1/2/2021,50391,50391,9678,256,Pfizer/BioNTech,52,20
Poland,POL,1/3/2021,50833,50833,8139,215,Pfizer/BioNTech,52,20
Poland,POL,1/4/2021,92220,92220,12889,341,Pfizer/BioNTech,52,20
Poland,POL,1/5/2021,140226,140226,19132,506,Pfizer/BioNTech,52,20
Poland,POL,1/6/2021,160359,160359,17723,468,Pfizer/BioNTech,52,20
Poland,POL,1/7/2021,188956,188956,20194,534,Pfizer/BioNTech,52,20
Poland,POL,1/8/2021,198787,198787,21399,565,Pfizer/BioNTech,52,20
Poland,POL,1/9/2021,200022,200022,21376,565,Pfizer/BioNTech,52,20
Poland,POL,1/10/2021,203053,203053,21746,575,Pfizer/BioNTech,52,20
Poland,POL,1/11/2021,257834,257834,23659,625,Pfizer/BioNTech,52,20
Poland,POL,1/12/2021,309620,309620,24199,639,Pfizer/BioNTech,52,20
Poland,POL,1/13/2021,369212,369212,29836,788,Pfizer/BioNTech,52,20
Poland,POL,1/14/2021,410480,410480,31646,836,Pfizer/BioNTech,52,20
Poland,POL,1/15/2021,436963,436963,34025,899,Pfizer/BioNTech,52,20
Poland,POL,1/16/2021,457303,457303,36754,971,Pfizer/BioNTech,52,20
Poland,POL,1/17/2021,469466,468795,38059,1006,Pfizer/BioNTech,52,20
Poland,POL,1/18/2021,495164,491696,33904,896,Pfizer/BioNTech,52,20
Poland,POL,1/19/2021,541229,530055,33087,874,Pfizer/BioNTech,52,20
Poland,POL,1/20/2021,591785,566793,31796,840,Pfizer/BioNTech,52,20
Poland,POL,1/21/2021,644999,605313,33503,885,Pfizer/BioNTech,52,20
Poland,POL,1/22/2021,684277,638798,35331,934,Pfizer/BioNTech,52,20
Poland,POL,1/23/2021,701164,654184,34837,920,Pfizer/BioNTech,52,20
Portugal,PRT,12/27/2020,4962,4962,,,Pfizer/BioNTech,39.5,-8
Portugal,PRT,12/28/2020,7753,7753,2791,274,Pfizer/BioNTech,39.5,-8
Portugal,PRT,12/29/2020,20367,20367,7702,755,Pfizer/BioNTech,39.5,-8
Portugal,PRT,12/30/2020,30542,30542,8527,836,Pfizer/BioNTech,39.5,-8
Portugal,PRT,12/31/2020,32747,32747,6946,681,Pfizer/BioNTech,39.5,-8
Portugal,PRT,1/1/2021,32747,32747,5557,545,Pfizer/BioNTech,39.5,-8
Portugal,PRT,1/2/2021,32748,32748,4631,454,Pfizer/BioNTech,39.5,-8
Portugal,PRT,1/3/2021,32748,32748,3969,389,Pfizer/BioNTech,39.5,-8
Portugal,PRT,1/4/2021,33668,33668,3702,363,Pfizer/BioNTech,39.5,-8
Portugal,PRT,1/5/2021,46431,46431,3723,365,Pfizer/BioNTech,39.5,-8
Portugal,PRT,1/6/2021,61452,61452,4416,433,Pfizer/BioNTech,39.5,-8
Portugal,PRT,1/7/2021,71749,71749,5572,546,Pfizer/BioNTech,39.5,-8
Portugal,PRT,1/8/2021,74252,74252,5929,581,Pfizer/BioNTech,39.5,-8
Portugal,PRT,1/9/2021,74350,74350,5943,583,Pfizer/BioNTech,39.5,-8
Portugal,PRT,1/10/2021,74390,74390,5949,583,Pfizer/BioNTech,39.5,-8
Portugal,PRT,1/11/2021,75278,75278,5944,583,Pfizer/BioNTech,39.5,-8
Portugal,PRT,1/12/2021,86108,86108,5668,556,Pfizer/BioNTech,39.5,-8
Portugal,PRT,1/13/2021,99886,99886,5491,539,Pfizer/BioNTech,39.5,-8
Portugal,PRT,1/14/2021,111035,111035,5612,550,Pfizer/BioNTech,39.5,-8
Portugal,PRT,1/15/2021,118518,118518,6324,620,Pfizer/BioNTech,39.5,-8
Portugal,PRT,1/16/2021,120053,120053,6529,640,Pfizer/BioNTech,39.5,-8
Portugal,PRT,1/17/2021,121221,120060,6690,656,Pfizer/BioNTech,39.5,-8
Portugal,PRT,1/18/2021,124625,122800,7050,691,Pfizer/BioNTech,39.5,-8
Portugal,PRT,1/19/2021,148273,138832,8881,871,Pfizer/BioNTech,39.5,-8
Portugal,PRT,1/20/2021,177113,158497,11032,1082,Pfizer/BioNTech,39.5,-8
Portugal,PRT,1/21/2021,209690,186157,14094,1382,Pfizer/BioNTech,39.5,-8
Portugal,PRT,1/22/2021,235449,209514,16704,1638,Pfizer/BioNTech,39.5,-8
Portugal,PRT,1/23/2021,249891,219916,18548,1819,Pfizer/BioNTech,39.5,-8
Romania,ROU,12/28/2020,2066,2066,,,Pfizer/BioNTech,46,25
Romania,ROU,12/29/2020,2778,2778,712,37,Pfizer/BioNTech,46,25
Romania,ROU,12/30/2020,5666,5666,1800,94,Pfizer/BioNTech,46,25
Romania,ROU,12/31/2020,10289,10289,2741,142,Pfizer/BioNTech,46,25
Romania,ROU,1/1/2021,11656,11656,2398,125,Pfizer/BioNTech,46,25
Romania,ROU,1/2/2021,13242,13242,2235,116,Pfizer/BioNTech,46,25
Romania,ROU,1/3/2021,13596,13596,1922,100,Pfizer/BioNTech,46,25
Romania,ROU,1/4/2021,25508,25508,3349,174,Pfizer/BioNTech,46,25
Romania,ROU,1/5/2021,41609,41609,5547,288,Pfizer/BioNTech,46,25
Romania,ROU,1/6/2021,58554,58554,7555,393,Pfizer/BioNTech,46,25
Romania,ROU,1/7/2021,76400,76400,9444,491,Pfizer/BioNTech,46,25
Romania,ROU,1/8/2021,92706,92706,11579,602,Pfizer/BioNTech,46,25
Romania,ROU,1/9/2021,102301,102301,12723,661,Pfizer/BioNTech,46,25
Romania,ROU,1/10/2021,108294,108294,13528,703,Pfizer/BioNTech,46,25
Romania,ROU,1/11/2021,125190,125190,14240,740,Pfizer/BioNTech,46,25
Romania,ROU,1/12/2021,140447,140447,14120,734,Pfizer/BioNTech,46,25
Romania,ROU,1/13/2021,154268,154268,13673,711,Pfizer/BioNTech,46,25
