country,iso_code,date,total_vaccinations,people_vaccinated,daily_vaccinations,daily_vaccinations_per_million,vaccines,Lat,Long_
Romania,ROU,1/14/2021,167612,167612,13030,677,Pfizer/BioNTech,46,25
Romania,ROU,1/15/2021,183669,183669,12995,675,Pfizer/BioNTech,46,25
Romania,ROU,1/16/2021,196090,196090,13398,696,Pfizer/BioNTech,46,25
Romania,ROU,1/17/2021,205060,204185,13824,719,Pfizer/BioNTech,46,25
Romania,ROU,1/18/2021,235239,233288,15721,817,Pfizer/BioNTech,46,25
Romania,ROU,1/19/2021,270046,267424,18514,962,Pfizer/BioNTech,46,25
Romania,ROU,1/20/2021,308384,302570,22017,1144,Pfizer/BioNTech,46,25
Romania,ROU,1/21/2021,348096,338252,25783,1340,Pfizer/BioNTech,46,25
Romania,ROU,1/22/2021,385936,374681,28895,1502,Pfizer/BioNTech,46,25
Romania,ROU,1/23/2021,418885,406006,31828,1654,Pfizer/BioNTech,46,25
Romania,ROU,1/24/2021,446285,433129,34461,1791,Pfizer/BioNTech,46,25
Russia,RUS,12/15/2020,28500,28500,,,Sputnik V,60,100
Russia,RUS,12/16/2020,,,3357,23,Sputnik V,60,100
Russia,RUS,12/17/2020,,,3357,23,Sputnik V,60,100
Russia,RUS,12/18/2020,,,3357,23,Sputnik V,60,100
Russia,RUS,12/19/2020,,,3357,23,Sputnik V,60,100
Russia,RUS,12/20/2020,,,3357,23,Sputnik V,60,100
Russia,RUS,12/21/2020,,,3357,23,Sputnik V,60,100
Russia,RUS,12/22/2020,52000,52000,3357,23,Sputnik V,60,100
Russia,RUS,12/23/2020,,,12592,86,Sputnik V,60,100
Russia,RUS,12/24/2020,,,21827,150,Sputnik V,60,100
Russia,RUS,12/25/2020,,,31061,213,Sputnik V,60,100
Russia,RUS,12/26/2020,,,40296,276,Sputnik V,60,100
Russia,RUS,12/27/2020,,,49531,339,Sputnik V,60,100
Russia,RUS,12/28/2020,,,58765,403,Sputnik V,60,100
Russia,RUS,12/29/2020,,,68000,466,Sputnik V,60,100
Russia,RUS,12/30/2020,,,68000,466,Sputnik V,60,100
Russia,RUS,12/31/2020,,,68000,466,Sputnik V,60,100
Russia,RUS,1/1/2021,,,68000,466,Sputnik V,60,100
Russia,RUS,1/2/2021,800000,800000,68000,466,Sputnik V,60,100
Russia,RUS,1/3/2021,,,60883,417,Sputnik V,60,100
Russia,RUS,1/4/2021,,,53766,368,Sputnik V,60,100
Russia,RUS,1/5/2021,,,46649,320,Sputnik V,60,100
Russia,RUS,1/6/2021,,,39532,271,Sputnik V,60,100
Russia,RUS,1/7/2021,,,32416,222,Sputnik V,60,100
Russia,RUS,1/8/2021,,,25299,173,Sputnik V,60,100
Russia,RUS,1/9/2021,,,18182,125,Sputnik V,60,100
Russia,RUS,1/10/2021,,,18182,125,Sputnik V,60,100
Russia,RUS,1/11/2021,,,18182,125,Sputnik V,60,100
Russia,RUS,1/12/2021,,,18182,125,Sputnik V,60,100
Russia,RUS,1/13/2021,1000000,1000000,18182,125,Sputnik V,60,100
Saudi Arabia,SAU,1/6/2021,100000,100000,,,Pfizer/BioNTech,25,45
Saudi Arabia,SAU,1/7/2021,137862,137862,37862,1088,Pfizer/BioNTech,25,45
Saudi Arabia,SAU,1/8/2021,,,23990,689,Pfizer/BioNTech,25,45
Saudi Arabia,SAU,1/9/2021,,,19366,556,Pfizer/BioNTech,25,45
Saudi Arabia,SAU,1/10/2021,,,17055,490,Pfizer/BioNTech,25,45
Saudi Arabia,SAU,1/11/2021,178337,178337,15667,450,Pfizer/BioNTech,25,45
Saudi Arabia,SAU,1/12/2021,,,16312,469,Pfizer/BioNTech,25,45
Saudi Arabia,SAU,1/13/2021,,,16772,482,Pfizer/BioNTech,25,45
Saudi Arabia,SAU,1/14/2021,,,14153,407,Pfizer/BioNTech,25,45
Saudi Arabia,SAU,1/15/2021,,,15498,445,Pfizer/BioNTech,25,45
Saudi Arabia,SAU,1/16/2021,,,16843,484,Pfizer/BioNTech,25,45
Saudi Arabia,SAU,1/17/2021,295530,295530,18187,522,Pfizer/BioNTech,25,45
Scotland,,12/13/2020,18858,18858,,,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,12/14/2020,,,5821,1065,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,12/15/2020,,,5821,1065,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,12/16/2020,,,5821,1065,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,12/17/2020,,,5821,1065,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,12/18/2020,,,5821,1065,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,12/19/2020,,,5821,1065,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,12/20/2020,59608,59608,5821,1065,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,12/21/2020,,,5690,1041,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,12/22/2020,,,5558,1017,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,12/23/2020,,,5426,993,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,12/24/2020,,,5295,969,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,12/25/2020,,,5163,945,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,12/26/2020,,,5031,921,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,12/27/2020,93904,93904,4899,897,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,12/28/2020,,,4635,848,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,12/29/2020,,,4370,800,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,12/30/2020,,,4105,751,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,12/31/2020,,,3841,703,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,1/1/2021,,,3576,655,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,1/2/2021,,,3312,606,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,1/3/2021,115232,115194,3047,558,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,1/4/2021,,,3650,668,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,1/5/2021,,,4254,779,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,1/6/2021,,,4858,889,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,1/7/2021,,,5461,1000,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,1/8/2021,,,6065,1110,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,1/9/2021,,,6668,1221,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,1/10/2021,166135,163377,7272,1331,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,1/11/2021,178799,175942,8042,1472,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,1/12/2021,194955,191965,9311,1704,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,1/13/2021,211397,208207,10621,1944,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,1/14/2021,228171,224840,11979,2193,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,1/15/2021,,,12869,2356,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,1/16/2021,,,13760,2519,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,1/17/2021,268689,264991,14651,2682,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,1/18/2021,288468,284582,15667,2868,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,1/19/2021,314079,309909,17018,3115,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,1/20/2021,339337,334871,18277,3345,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,1/21/2021,363143,358454,19282,3529,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,1/22/2021,385855,380667,20597,3770,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Scotland,,1/23/2021,409421,404038,22034,4033,"Oxford/AstraZeneca, Pfizer/BioNTech",56.5,4.2
Serbia,SRB,1/8/2021,7000,7000,,,"Pfizer/BioNTech, Sinopharm, Sputnik V",44,21
Serbia,SRB,1/9/2021,,,1150,169,"Pfizer/BioNTech, Sinopharm, Sputnik V",44,21
Serbia,SRB,1/10/2021,9300,9300,1150,169,"Pfizer/BioNTech, Sinopharm, Sputnik V",44,21
Serbia,SRB,1/11/2021,,,1503,221,"Pfizer/BioNTech, Sinopharm, Sputnik V",44,21
Serbia,SRB,1/12/2021,,,1680,247,"Pfizer/BioNTech, Sinopharm, Sputnik V",44,21
Serbia,SRB,1/13/2021,,,1785,262,"Pfizer/BioNTech, Sinopharm, Sputnik V",44,21
Serbia,SRB,1/14/2021,18136,18136,1856,273,"Pfizer/BioNTech, Sinopharm, Sputnik V",44,21
Serbia,SRB,1/15/2021,,,2221,326,"Pfizer/BioNTech, Sinopharm, Sputnik V",44,21
Serbia,SRB,1/16/2021,,,2687,395,"Pfizer/BioNTech, Sinopharm, Sputnik V",44,21
Serbia,SRB,1/17/2021,,,3153,463,"Pfizer/BioNTech, Sinopharm, Sputnik V",44,21
Serbia,SRB,1/18/2021,,,3468,510,"Pfizer/BioNTech, Sinopharm, Sputnik V",44,21
Serbia,SRB,1/19/2021,,,3783,556,"Pfizer/BioNTech, Sinopharm, Sputnik V",44,21
Serbia,SRB,1/20/2021,44611,44611,4098,602,"Pfizer/BioNTech, Sinopharm, Sputnik V",44,21
Serbia,SRB,1/21/2021,84832,84832,9528,1400,"Pfizer/BioNTech, Sinopharm, Sputnik V",44,21
Serbia,SRB,1/22/2021,119711,119711,13880,2040,"Pfizer/BioNTech, Sinopharm, Sputnik V",44,21
Serbia,SRB,1/23/2021,163355,163355,19485,2864,"Pfizer/BioNTech, Sinopharm, Sputnik V",44,21
Seychelles,SYC,1/9/2021,0,0,,,Sinopharm,-4.5833,55.6667
Seychelles,SYC,1/10/2021,,,500,5084,Sinopharm,-4.5833,55.6667
Seychelles,SYC,1/11/2021,,,500,5084,Sinopharm,-4.5833,55.6667
Seychelles,SYC,1/12/2021,,,500,5084,Sinopharm,-4.5833,55.6667
Seychelles,SYC,1/13/2021,2000,2000,500,5084,Sinopharm,-4.5833,55.6667
Seychelles,SYC,1/14/2021,,,600,6101,Sinopharm,-4.5833,55.6667
Seychelles,SYC,1/15/2021,4000,4000,667,6783,Sinopharm,-4.5833,55.6667
Seychelles,SYC,1/16/2021,7000,7000,1000,10169,Sinopharm,-4.5833,55.6667
Seychelles,SYC,1/17/2021,,,1118,11369,Sinopharm,-4.5833,55.6667
Seychelles,SYC,1/18/2021,,,1236,12569,Sinopharm,-4.5833,55.6667
Seychelles,SYC,1/19/2021,10976,10976,1354,13769,Sinopharm,-4.5833,55.6667
Seychelles,SYC,1/20/2021,13163,13163,1595,16219,Sinopharm,-4.5833,55.6667
Seychelles,SYC,1/21/2021,,,1718,17470,Sinopharm,-4.5833,55.6667
Seychelles,SYC,1/22/2021,16890,16890,1841,18721,Sinopharm,-4.5833,55.6667
Seychelles,SYC,1/23/2021,18353,18353,1622,16494,Sinopharm,-4.5833,55.6667
Singapore,SGP,1/11/2021,3400,3400,,,Pfizer/BioNTech,1.3667,103.8
Singapore,SGP,1/12/2021,6200,6200,2800,479,Pfizer/BioNTech,1.3667,103.8
Singapore,SGP,1/13/2021,,,4090,699,Pfizer/BioNTech,1.3667,103.8
Singapore,SGP,1/14/2021,,,4520,773,Pfizer/BioNTech,1.3667,103.8
Singapore,SGP,1/15/2021,,,4735,809,Pfizer/BioNTech,1.3667,103.8
Singapore,SGP,1/16/2021,,,4864,831,Pfizer/BioNTech,1.3667,103.8
Singapore,SGP,1/17/2021,,,4950,846,Pfizer/BioNTech,1.3667,103.8
Singapore,SGP,1/18/2021,,,5011,857,Pfizer/BioNTech,1.3667,103.8
Singapore,SGP,1/19/2021,,,5380,920,Pfizer/BioNTech,1.3667,103.8
Singapore,SGP,1/20/2021,,,5380,920,Pfizer/BioNTech,1.3667,103.8
Singapore,SGP,1/21/2021,,,5380,920,Pfizer/BioNTech,1.3667,103.8
Singapore,SGP,1/22/2021,60000,60000,5380,920,Pfizer/BioNTech,1.3667,103.8
Slovakia,SVK,1/4/2021,0,0,,,Pfizer/BioNTech,48.6667,19.5
Slovakia,SVK,1/5/2021,425,425,425,78,Pfizer/BioNTech,48.6667,19.5
Slovakia,SVK,1/6/2021,6618,6618,3309,606,Pfizer/BioNTech,48.6667,19.5
Slovakia,SVK,1/7/2021,13631,13631,4544,832,Pfizer/BioNTech,48.6667,19.5
Slovakia,SVK,1/8/2021,20548,20548,5137,941,Pfizer/BioNTech,48.6667,19.5
Slovakia,SVK,1/9/2021,22281,22281,4456,816,Pfizer/BioNTech,48.6667,19.5
Slovakia,SVK,1/10/2021,25326,25326,4221,773,Pfizer/BioNTech,48.6667,19.5
Slovakia,SVK,1/11/2021,29221,29221,4174,765,Pfizer/BioNTech,48.6667,19.5
Slovakia,SVK,1/12/2021,39735,39735,5616,1029,Pfizer/BioNTech,48.6667,19.5
Slovakia,SVK,1/13/2021,46243,46243,5661,1037,Pfizer/BioNTech,48.6667,19.5
Slovakia,SVK,1/14/2021,53425,53425,5685,1041,Pfizer/BioNTech,48.6667,19.5
Slovakia,SVK,1/15/2021,60753,60753,5744,1052,Pfizer/BioNTech,48.6667,19.5
Slovakia,SVK,1/16/2021,61961,61961,5669,1038,Pfizer/BioNTech,48.6667,19.5
Slovakia,SVK,1/17/2021,62015,62015,5241,960,Pfizer/BioNTech,48.6667,19.5
Slovakia,SVK,1/18/2021,70998,70416,5968,1093,Pfizer/BioNTech,48.6667,19.5
Slovakia,SVK,1/19/2021,78044,77005,5473,1002,Pfizer/BioNTech,48.6667,19.5
Slovakia,SVK,1/20/2021,85338,83438,5585,1023,Pfizer/BioNTech,48.6667,19.5
Slovakia,SVK,1/21/2021,92167,89635,5535,1014,Pfizer/BioNTech,48.6667,19.5
Slovenia,SVN,1/3/2021,5934,5934,,,Pfizer/BioNTech,46,15
Slovenia,SVN,1/4/2021,7204,7204,1270,611,Pfizer/BioNTech,46,15
Slovenia,SVN,1/5/2021,8901,8901,1484,714,Pfizer/BioNTech,46,15
Slovenia,SVN,1/6/2021,12265,12265,2110,1015,Pfizer/BioNTech,46,15
Slovenia,SVN,1/7/2021,16339,16339,2601,1251,Pfizer/BioNTech,46,15
Slovenia,SVN,1/8/2021,19523,19523,2718,1307,Pfizer/BioNTech,46,15
Slovenia,SVN,1/9/2021,19930,19930,2333,1122,Pfizer/BioNTech,46,15
Slovenia,SVN,1/10/2021,20546,20546,2087,1004,Pfizer/BioNTech,46,15
Slovenia,SVN,1/11/2021,22484,22484,2183,1050,Pfizer/BioNTech,46,15
Slovenia,SVN,1/12/2021,24462,24462,2223,1069,Pfizer/BioNTech,46,15
Slovenia,SVN,1/13/2021,29561,29561,2471,1189,Pfizer/BioNTech,46,15
Slovenia,SVN,1/14/2021,35159,35159,2689,1293,Pfizer/BioNTech,46,15
Slovenia,SVN,1/15/2021,40778,40778,3036,1460,Pfizer/BioNTech,46,15
Slovenia,SVN,1/16/2021,41439,41439,3073,1478,Pfizer/BioNTech,46,15
Slovenia,SVN,1/17/2021,42035,42035,3070,1477,Pfizer/BioNTech,46,15
Slovenia,SVN,1/18/2021,43081,43081,2942,1415,Pfizer/BioNTech,46,15
Slovenia,SVN,1/19/2021,43869,43869,2772,1333,Pfizer/BioNTech,46,15
Slovenia,SVN,1/20/2021,46467,46467,2415,1162,Pfizer/BioNTech,46,15
Slovenia,SVN,1/21/2021,52098,46467,2420,1164,Pfizer/BioNTech,46,15
Slovenia,SVN,1/22/2021,54839,48170,2009,966,Pfizer/BioNTech,46,15
Slovenia,SVN,1/23/2021,55680,48717,2034,978,Pfizer/BioNTech,46,15
Spain,ESP,1/4/2021,82834,82834,,,"Moderna, Pfizer/BioNTech",40,-4
Spain,ESP,1/5/2021,139339,139339,56505,1209,"Moderna, Pfizer/BioNTech",40,-4
Spain,ESP,1/6/2021,,,45248,968,"Moderna, Pfizer/BioNTech",40,-4
Spain,ESP,1/7/2021,207323,207323,41496,888,"Moderna, Pfizer/BioNTech",40,-4
Spain,ESP,1/8/2021,277976,277976,48786,1043,"Moderna, Pfizer/BioNTech",40,-4
Spain,ESP,1/9/2021,,,47569,1017,"Moderna, Pfizer/BioNTech",40,-4
Spain,ESP,1/10/2021,,,46759,1000,"Moderna, Pfizer/BioNTech",40,-4
Spain,ESP,1/11/2021,406091,406091,46180,988,"Moderna, Pfizer/BioNTech",40,-4
Spain,ESP,1/12/2021,488122,488122,49826,1066,"Moderna, Pfizer/BioNTech",40,-4
Spain,ESP,1/13/2021,581638,581638,58330,1248,"Moderna, Pfizer/BioNTech",40,-4
Spain,ESP,1/14/2021,676186,676186,66980,1433,"Moderna, Pfizer/BioNTech",40,-4
Spain,ESP,1/15/2021,768950,768950,70139,1500,"Moderna, Pfizer/BioNTech",40,-4
Spain,ESP,1/16/2021,,,70181,1501,"Moderna, Pfizer/BioNTech",40,-4
Spain,ESP,1/17/2021,,,70223,1502,"Moderna, Pfizer/BioNTech",40,-4
Spain,ESP,1/18/2021,897942,895627,70264,1503,"Moderna, Pfizer/BioNTech",40,-4
Spain,ESP,1/19/2021,966097,956756,68282,1460,"Moderna, Pfizer/BioNTech",40,-4
Spain,ESP,1/20/2021,1025937,1010295,63471,1358,"Moderna, Pfizer/BioNTech",40,-4
Spain,ESP,1/21/2021,1103301,1054245,61016,1305,"Moderna, Pfizer/BioNTech",40,-4
Spain,ESP,1/22/2021,1165825,1097369,56696,1213,"Moderna, Pfizer/BioNTech",40,-4
Sweden,SWE,12/27/2020,4115,4115,,,Pfizer/BioNTech,62,15
Sweden,SWE,12/28/2020,,,3859,382,Pfizer/BioNTech,62,15
Sweden,SWE,12/29/2020,,,3859,382,Pfizer/BioNTech,62,15
Sweden,SWE,12/30/2020,,,3859,382,Pfizer/BioNTech,62,15
Sweden,SWE,12/31/2020,,,3859,382,Pfizer/BioNTech,62,15
Sweden,SWE,1/1/2021,,,3859,382,Pfizer/BioNTech,62,15
Sweden,SWE,1/2/2021,,,3859,382,Pfizer/BioNTech,62,15
Sweden,SWE,1/3/2021,31129,31129,3859,382,Pfizer/BioNTech,62,15
Sweden,SWE,1/4/2021,,,4294,425,Pfizer/BioNTech,62,15
Sweden,SWE,1/5/2021,,,4729,468,Pfizer/BioNTech,62,15
Sweden,SWE,1/6/2021,,,5165,511,Pfizer/BioNTech,62,15
Sweden,SWE,1/7/2021,,,5600,554,Pfizer/BioNTech,62,15
Sweden,SWE,1/8/2021,,,6035,598,Pfizer/BioNTech,62,15
Sweden,SWE,1/9/2021,,,6470,641,Pfizer/BioNTech,62,15
Sweden,SWE,1/10/2021,79466,79466,6905,684,Pfizer/BioNTech,62,15
Sweden,SWE,1/11/2021,,,7292,722,Pfizer/BioNTech,62,15
Sweden,SWE,1/12/2021,,,7680,760,Pfizer/BioNTech,62,15
Sweden,SWE,1/13/2021,,,8067,799,Pfizer/BioNTech,62,15
Sweden,SWE,1/14/2021,,,8454,837,Pfizer/BioNTech,62,15
Sweden,SWE,1/15/2021,,,8841,875,Pfizer/BioNTech,62,15
Sweden,SWE,1/16/2021,,,9228,914,Pfizer/BioNTech,62,15
Sweden,SWE,1/17/2021,146775,146775,9616,952,Pfizer/BioNTech,62,15
Switzerland,CHE,12/23/2020,0,0,,,Pfizer/BioNTech,35,38
Switzerland,CHE,12/24/2020,,,3000,347,Pfizer/BioNTech,35,38
Switzerland,CHE,12/25/2020,,,3000,347,Pfizer/BioNTech,35,38
Switzerland,CHE,12/26/2020,,,3000,347,Pfizer/BioNTech,35,38
Switzerland,CHE,12/27/2020,,,3000,347,Pfizer/BioNTech,35,38
Switzerland,CHE,12/28/2020,,,3000,347,Pfizer/BioNTech,35,38
Switzerland,CHE,12/29/2020,,,3000,347,Pfizer/BioNTech,35,38
Switzerland,CHE,12/30/2020,,,3000,347,Pfizer/BioNTech,35,38
Switzerland,CHE,12/31/2020,,,3000,347,Pfizer/BioNTech,35,38
Switzerland,CHE,1/1/2021,,,3000,347,Pfizer/BioNTech,35,38
Switzerland,CHE,1/2/2021,,,3000,347,Pfizer/BioNTech,35,38
Switzerland,CHE,1/3/2021,,,3000,347,Pfizer/BioNTech,35,38
Switzerland,CHE,1/4/2021,,,3000,347,Pfizer/BioNTech,35,38
Switzerland,CHE,1/5/2021,,,3000,347,Pfizer/BioNTech,35,38
Switzerland,CHE,1/6/2021,,,3000,347,Pfizer/BioNTech,35,38
Switzerland,CHE,1/7/2021,,,3000,347,Pfizer/BioNTech,35,38
Switzerland,CHE,1/8/2021,,,3000,347,Pfizer/BioNTech,35,38
Switzerland,CHE,1/9/2021,,,3000,347,Pfizer/BioNTech,35,38
Switzerland,CHE,1/10/2021,,,3000,347,Pfizer/BioNTech,35,38
Switzerland,CHE,1/11/2021,,,3000,347,Pfizer/BioNTech,35,38
Switzerland,CHE,1/12/2021,,,3000,347,Pfizer/BioNTech,35,38
Switzerland,CHE,1/13/2021,,,3000,347,Pfizer/BioNTech,35,38
Switzerland,CHE,1/14/2021,66000,66000,3000,347,Pfizer/BioNTech,35,38
Switzerland,CHE,1/15/2021,,,3829,442,Pfizer/BioNTech,35,38
Switzerland,CHE,1/16/2021,,,4657,538,Pfizer/BioNTech,35,38
Switzerland,CHE,1/17/2021,,,5486,634,Pfizer/BioNTech,35,38
Switzerland,CHE,1/18/2021,,,6314,730,Pfizer/BioNTech,35,38
Switzerland,CHE,1/19/2021,110000,110000,7143,825,Pfizer/BioNTech,35,38
Switzerland,CHE,1/20/2021,,,10984,1269,Pfizer/BioNTech,35,38
Switzerland,CHE,1/21/2021,169783,169783,14826,1713,Pfizer/BioNTech,35,38
Turkey,TUR,1/13/2021,0,0,,,Sinovac,39,35
Turkey,TUR,1/14/2021,279452,279452,279452,3313,Sinovac,39,35
Turkey,TUR,1/15/2021,616652,616652,308326,3656,Sinovac,39,35
Turkey,TUR,1/16/2021,676903,676903,225634,2675,Sinovac,39,35
Turkey,TUR,1/17/2021,706451,706451,176613,2094,Sinovac,39,35
Turkey,TUR,1/18/2021,832412,832412,166482,1974,Sinovac,39,35
Turkey,TUR,1/19/2021,950635,950635,158439,1879,Sinovac,39,35
Turkey,TUR,1/20/2021,1052493,1052493,150356,1783,Sinovac,39,35
Turkey,TUR,1/21/2021,1120258,1120258,120115,1424,Sinovac,39,35
Turkey,TUR,1/22/2021,1202212,1202212,83651,992,Sinovac,39,35
Turkey,TUR,1/23/2021,1226883,1226883,78569,932,Sinovac,39,35
Turkey,TUR,1/24/2021,1244653,1244653,76886,912,Sinovac,39,35
United Arab Emirates,ARE,1/5/2021,826301,,,,"Pfizer/BioNTech, Sinopharm",24,54
United Arab Emirates,ARE,1/6/2021,,,30698,3104,"Pfizer/BioNTech, Sinopharm",24,54
United Arab Emirates,ARE,1/7/2021,887697,,30698,3104,"Pfizer/BioNTech, Sinopharm",24,54
United Arab Emirates,ARE,1/8/2021,941556,,38418,3884,"Pfizer/BioNTech, Sinopharm",24,54
United Arab Emirates,ARE,1/9/2021,1020349,,48512,4905,"Pfizer/BioNTech, Sinopharm",24,54
United Arab Emirates,ARE,1/10/2021,1086568,836568,52053,5263,"Pfizer/BioNTech, Sinopharm",24,54
United Arab Emirates,ARE,1/11/2021,1167251,917251,56825,5745,"Pfizer/BioNTech, Sinopharm",24,54
United Arab Emirates,ARE,1/12/2021,1275652,1025652,64193,6490,"Pfizer/BioNTech, Sinopharm",24,54
United Arab Emirates,ARE,1/13/2021,1394580,1144580,76797,7765,"Pfizer/BioNTech, Sinopharm",24,54
United Arab Emirates,ARE,1/14/2021,1527833,1277833,91448,9246,"Pfizer/BioNTech, Sinopharm",24,54
United Arab Emirates,ARE,1/15/2021,1665987,1415987,103490,10464,"Pfizer/BioNTech, Sinopharm",24,54
United Arab Emirates,ARE,1/16/2021,1797926,1547926,111082,11231,"Pfizer/BioNTech, Sinopharm",24,54
United Arab Emirates,ARE,1/17/2021,1882778,1632778,113744,11500,"Pfizer/BioNTech, Sinopharm",24,54
United Arab Emirates,ARE,1/18/2021,1971521,1721521,114896,11617,"Pfizer/BioNTech, Sinopharm",24,54
United Arab Emirates,ARE,1/19/2021,2065367,1815367,112816,11407,"Pfizer/BioNTech, Sinopharm",24,54
United Arab Emirates,ARE,1/20/2021,2161150,1911150,109510,11072,"Pfizer/BioNTech, Sinopharm",24,54
United Arab Emirates,ARE,1/21/2021,2246069,1996069,102605,10374,"Pfizer/BioNTech, Sinopharm",24,54
United Arab Emirates,ARE,1/22/2021,2339078,2089078,96156,9722,"Pfizer/BioNTech, Sinopharm",24,54
United Arab Emirates,ARE,1/23/2021,2426798,2176798,89839,9083,"Pfizer/BioNTech, Sinopharm",24,54
United Arab Emirates,ARE,1/24/2021,2487789,2237789,86430,8739,"Pfizer/BioNTech, Sinopharm",24,54
United Kingdom,GBR,12/20/2020,667287,667287,,,"Oxford/AstraZeneca, Pfizer/BioNTech",52,-2
United Kingdom,GBR,12/21/2020,,,46423,684,"Oxford/AstraZeneca, Pfizer/BioNTech",52,-2
United Kingdom,GBR,12/22/2020,,,46423,684,"Oxford/AstraZeneca, Pfizer/BioNTech",52,-2
United Kingdom,GBR,12/23/2020,,,46423,684,"Oxford/AstraZeneca, Pfizer/BioNTech",52,-2
United Kingdom,GBR,12/24/2020,,,46423,684,"Oxford/AstraZeneca, Pfizer/BioNTech",52,-2
United Kingdom,GBR,12/25/2020,,,46423,684,"Oxford/AstraZeneca, Pfizer/BioNTech",52,-2
United Kingdom,GBR,12/26/2020,,,46423,684,"Oxford/AstraZeneca, Pfizer/BioNTech",52,-2
United Kingdom,GBR,12/27/2020,992246,992246,46423,684,"Oxford/AstraZeneca, Pfizer/BioNTech",52,-2
United Kingdom,GBR,12/28/2020,,,47738,703,"Oxford/AstraZeneca, Pfizer/BioNTech",52,-2
United Kingdom,GBR,12/29/2020,,,49053,723,"Oxford/AstraZeneca, Pfizer/BioNTech",52,-2
United Kingdom,GBR,12/30/2020,,,50369,742,"Oxford/AstraZeneca, Pfizer/BioNTech",52,-2
United Kingdom,GBR,12/31/2020,,,51684,761,"Oxford/AstraZeneca, Pfizer/BioNTech",52,-2
United Kingdom,GBR,1/1/2021,,,52999,781,"Oxford/AstraZeneca, Pfizer/BioNTech",52,-2
United Kingdom,GBR,1/2/2021,,,54315,800,"Oxford/AstraZeneca, Pfizer/BioNTech",52,-2
United Kingdom,GBR,1/3/2021,1381656,1360036,55630,819,"Oxford/AstraZeneca, Pfizer/BioNTech",52,-2
United Kingdom,GBR,1/4/2021,,,74138,1092,"Oxford/AstraZeneca, Pfizer/BioNTech",52,-2
United Kingdom,GBR,1/5/2021,,,92647,1365,"Oxford/AstraZeneca, Pfizer/BioNTech",52,-2
United Kingdom,GBR,1/6/2021,,,111155,1637,"Oxford/AstraZeneca, Pfizer/BioNTech",52,-2
